公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,12214776,13535929,13004435,-9.76,-6.07,96131621,92266097,4.18,-
1102,亞泥,5663764,5836590,6734055,-2.96,-15.89,46760798,48941178,-4.45,-
1103,嘉泥,236882,251867,267388,-5.94,-11.4,2009771,1963215,2.37,-
1104,環泥,603054,575078,652544,4.86,-7.58,5075610,5274197,-3.76,-
1108,幸福,344143,357412,382273,-3.71,-9.97,3074851,3137326,-1.99,-
1109,信大,365337,367999,359275,-0.72,1.68,2955412,3214415,-8.05,-
1110,東泥,236226,190570,327212,23.95,-27.8,1915787,1782914,7.45,-
1201,味全,1974741,1850418,2217179,6.71,-10.93,14557137,15611517,-6.75,-
1203,味王,470431,439000,496672,7.15,-5.28,3853876,4050662,-4.85,-
1210,大成,8556083,7933720,9027255,7.84,-5.21,66964322,68247396,-1.88,-
1213,大飲,34176,23287,25897,46.75,31.96,192655,120710,59.6,"113年8月因產能不足,恢復產能後及積極推展業務,致使114年8月營收成長"
1215,卜蜂,2333191,2371761,2417581,-1.62,-3.49,18462943,18357469,0.57,-
1216,統一,60796560,57114520,61624958,6.44,-1.34,456749367,441947579,3.34,-
1217,愛之味,591972,486959,695333,21.56,-14.86,3506670,3574642,-1.9,-
1218,泰山,1021563,893928,1025513,14.27,-0.38,6851356,7292494,-6.04,-
1219,福壽,1150184,1105072,1163022,4.08,-1.1,9394745,9401282,-0.06,-
1220,台榮,280352,275553,294205,1.74,-4.7,2110539,2141407,-1.44,-
1225,福懋油,939446,1006566,1077680,-6.66,-12.82,8177723,8527015,-4.09,-
1227,佳格,2370684,1928591,2599750,22.92,-8.81,17354367,17892276,-3.0,-
1229,聯華,1017481,978972,918462,3.93,10.78,8528092,8857138,-3.71,-
1231,聯華食,1168240,1144425,1148313,2.08,1.73,8418113,7819200,7.65,-
1232,大統益,1780197,1758494,1810031,1.23,-1.64,14040068,14633915,-4.05,-
1233,天仁,178499,160451,185428,11.24,-3.73,1418395,1467064,-3.31,-
1234,黑松,887896,846219,1119093,4.92,-20.65,6430833,7031691,-8.54,-
1235,興泰,18931,12929,13339,46.42,41.92,100030,60194,66.17,增加子公司泰宇網通1-9月營收4752萬
1236,宏亞,163447,136074,158879,20.11,2.87,1149503,1238478,-7.18,-
1702,南僑,1948584,1704755,2010429,14.3,-3.07,15279888,15337540,-0.37,-
1737,臺鹽,286105,263317,298472,8.65,-4.14,2225808,2171071,2.52,-
3054,立萬利,21191,18366,7396,15.38,186.51,89748,70884,26.61,主係因本期產品結構改變致銷售金額增加。
7780,大研生醫,147044,149342,102738,-1.53,43.12,1086039,713361,52.24,大研八四魚油日，官網AI營銷研發奏效，四大電商銷量第一，營收年增52%，展現品牌力與數據實力。
1301,台塑,13103184,14597054,16140806,-10.23,-18.81,120289544,133068073,-9.6,-
1303,南亞,20853020,21152898,22463979,-1.41,-7.17,173273519,170031331,1.9,-
1304,台聚,3376784,3514742,4233703,-3.92,-20.24,30613143,34249355,-10.61,-
1305,華夏,768703,752645,643628,2.13,19.43,6641394,7621400,-12.85,-
1307,三芳,950351,960365,1102715,-1.04,-13.81,7316353,7289718,0.36,-
1308,亞聚,459866,465643,469189,-1.24,-1.98,3800931,4095422,-7.19,-
1309,台達化,1079037,1154534,1885923,-6.53,-42.78,10315570,12240776,-15.72,-
1310,台苯,716796,782309,1037809,-8.37,-30.93,6239188,7730603,-19.29,-
1312,國喬,1258413,1497211,1506252,-15.94,-16.45,13872173,11425034,21.41,-
1313,聯成,4946044,5132015,5639666,-3.62,-12.29,39018021,50098203,-22.11,-
1314,中石化,1227152,1645709,2826544,-25.43,-56.58,14277915,21941549,-34.92,本月較去年同月百分比減少56.58%，主係受同業擴產、對等關稅與需求低迷影響，以減產降負減少庫存與損失。
1315,達新,199708,227995,176634,-12.4,13.06,1585227,1349291,17.48,-
1321,大洋,256760,293248,339149,-12.44,-24.29,2502388,3123404,-19.88,-
1323,永裕,159541,146930,193855,8.58,-17.7,1352098,1937267,-30.2,-
1324,地球,62593,52909,61453,18.3,1.85,492264,528187,-6.8,-
1325,恆大,20429,19998,23387,2.15,-12.64,206553,221703,-6.83,-
1326,台化,23203688,23302893,29371521,-0.42,-20.99,198963537,239807091,-17.03,-
4306,炎洲,1140810,1107166,1445593,3.03,-21.08,8353870,11263815,-25.83,-
1402,遠東新,19820523,19378881,22820578,2.27,-13.14,163089579,177593034,-8.16,-
1409,新纖,3746713,2970720,3869327,26.12,-3.16,26891455,30251717,-11.1,-
1410,南染,13766,13835,23137,-0.49,-40.5,131938,154717,-14.72,-
1413,宏洲,144296,170323,223484,-15.28,-35.43,1523556,1541683,-1.17,-
1414,東和,33531,35243,39468,-4.85,-15.04,328554,367545,-10.6,-
1417,嘉裕,28755,26883,50209,6.96,-42.72,195534,453221,-56.85,因結束國軍服裝供售與大陸代理品牌業務，致使營收減少
1418,東華,17,18,711,-5.55,-97.6,3583,7108,-49.59,配合客戶生產線出貨。
1419,新紡,481661,328379,476876,46.67,1.0,2810580,2490028,12.87,-
1423,利華,4505,5403,10436,-16.62,-56.83,52819,83190,-36.5,由於去年同期基期偏高加上今年客戶受美國對等關稅所影響，表現不盡理想。
1434,福懋,2183147,2186035,2440336,-0.13,-10.53,19302530,19518005,-1.1,-
1440,南紡,1096783,1118170,1640302,-1.91,-33.13,10107573,11855725,-14.74,-
1441,大東,124523,123213,196730,1.06,-36.7,1025493,1060769,-3.32,-
1444,力麗,519789,564196,693298,-7.87,-25.02,4704638,5402016,-12.9,-
1445,大宇,64086,60875,96901,5.27,-33.86,527788,703439,-24.97,-
1446,宏和,121319,88424,623695,37.2,-80.54,976561,2670630,-63.43,本期營建銷售戶數減少
1447,力鵬,3097385,989263,2981826,213.1,3.87,18580310,23640317,-21.4,-
1449,佳和,158240,158888,221819,-0.4,-28.66,1669541,2010119,-16.94,-
1451,年興,478115,560734,525555,-14.73,-9.02,4166496,4503481,-7.48,-
1452,宏益,105811,120814,151258,-12.41,-30.04,925674,1088514,-14.95,-
1454,台富,118323,126758,148457,-6.65,-20.29,1062282,1094025,-2.9,-
