公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,9100119,11730367,8319342,-22.42,9.38,35461776,31264956,13.42,-
1102,亞泥,7168871,8152982,8710220,-12.07,-17.69,26377583,28392036,-7.09,-
1103,嘉泥,220272,249135,168089,-11.58,31.04,871674,680665,28.06,-
1104,環泥,644087,739446,638493,-12.89,0.87,2479436,2170746,14.22,-
1108,幸福,396170,436030,335518,-9.14,18.07,1488849,1216429,22.39,-
1109,信大,552377,625197,519822,-11.64,6.26,1886535,1759006,7.25,-
1110,東泥,219472,216150,114127,1.53,92.3,747610,557348,34.13,主要係因本公司去年停電無法生產導致銷量下降。
1201,味全,1684136,1714224,1495139,-1.75,12.64,6473406,6045804,7.07,-
1203,味王,506873,544406,516050,-6.89,-1.77,2082520,2050946,1.53,-
1210,大成,8940319,9633956,9182352,-7.19,-2.63,36005652,35214325,2.24,-
1213,大飲,16652,28023,26326,-40.57,-36.74,106903,127254,-15.99,-
1215,卜蜂,2470578,2599015,2192046,-4.94,12.7,9702648,9391460,3.31,-
1216,統一,44069723,44823352,42977511,-1.68,2.54,175473423,167252328,4.91,-
1217,愛之味,342778,414639,301579,-17.33,13.66,1514028,1443167,4.91,-
1218,泰山,820342,839075,912408,-2.23,-10.09,3467940,3563089,-2.67,-
1219,福壽,1297059,1621081,1479641,-19.98,-12.33,5546610,5694544,-2.59,-
1220,台榮,266541,290668,248582,-8.3,7.22,921282,1065072,-13.5,-
1225,福懋油,1108821,1334753,1219664,-16.92,-9.08,4906154,4725526,3.82,-
1227,佳格,2068043,1981532,2157826,4.36,-4.16,7948542,8888281,-10.57,-
1229,聯華,846720,1245351,879141,-32.0,-3.68,3718167,3477708,6.91,-
1231,聯華食,808023,1000854,811880,-19.26,-0.47,3581805,3336212,7.36,-
1232,大統益,1788853,2090669,1919923,-14.43,-6.82,7996769,7618093,4.97,-
1233,天仁,165246,162294,128340,1.81,28.75,690232,586682,17.65,-
1234,黑松,696800,701960,645499,-0.73,7.94,3238828,2689640,20.41,-
1235,興泰,2232,2365,1312,-5.62,70.12,7596,4748,59.98,本期銷貨收入較去年同期增加92萬
1236,宏亞,133452,158593,130046,-15.85,2.61,623019,674745,-7.66,-
1702,南僑,1907435,1976303,1640303,-3.48,16.28,7178024,6398377,12.18,-
1737,臺鹽,260635,294205,300262,-11.41,-13.19,1125636,1223415,-7.99,-
1301,台塑,16196620,20116995,25145986,-19.48,-35.58,68409937,96149748,-28.85,-
1303,南亞,21354749,23641103,29697081,-9.67,-28.09,87128525,131789120,-33.88,-
1304,台聚,4274766,4735505,5718382,-9.72,-25.24,17448999,22821800,-23.54,-
1305,華夏,1148546,1163684,1715260,-1.3,-33.03,4928723,7022916,-29.81,-
