公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,8735157,9379408,10404901,-6.86,-16.04,80942003,79341961,2.01,-
1102,亞泥,6691905,6469836,6994078,3.43,-4.32,60239086,66096797,-8.86,-
1103,嘉泥,232979,238917,205264,-2.48,13.5,2115231,1593823,32.71,-
1104,環泥,618592,617197,597159,0.22,3.58,5627754,5063948,11.13,-
1108,幸福,404171,430420,346635,-6.09,16.59,3690507,2946179,25.26,-
1109,信大,490929,541722,634886,-9.37,-22.67,4625786,4675441,-1.06,-
1110,東泥,169364,160207,157462,5.71,7.55,1641523,1231008,33.34,-
1201,味全,1944806,2024542,1834655,-3.93,6.0,15990330,15214413,5.09,-
1203,味王,544257,566658,523146,-3.95,4.03,4718897,4696394,0.47,-
1210,大成,9291296,10230624,9702507,-9.18,-4.23,83153484,82776655,0.45,-
1213,大飲,636,-998,31847,163.72,-98.0,116486,298052,-60.91,營收大幅衰退，係因四月下旬暫時停工迄今，暫時無產品銷售所致，本月合併營收金額，來自大西洋上海子公司之營業收入。
1215,卜蜂,2437231,2508812,2418414,-2.85,0.77,21950444,21251007,3.29,-
1216,統一,53366181,57541764,45815778,-7.25,16.47,433851392,396500151,9.42,-
1217,愛之味,485332,657803,465279,-26.21,4.3,3956145,3843862,2.92,-
1218,泰山,1070356,1157243,1063747,-7.5,0.62,8585966,8483878,1.2,-
1219,福壽,1310734,1366116,1486102,-4.05,-11.8,12399958,12651568,-1.98,-
1220,台榮,295646,296778,294321,-0.38,0.45,2354794,2554945,-7.83,-
1225,福懋油,1184327,1232824,1295478,-3.93,-8.57,10912671,11244609,-2.95,-
1227,佳格,3116707,2657640,2844061,17.27,9.58,20129635,20399539,-1.32,-
1229,聯華,861221,891803,908840,-3.42,-5.23,9286729,9246716,0.43,-
1231,聯華食,796194,1042128,825821,-23.59,-3.58,7989458,7762956,2.91,-
1232,大統益,1874068,2202657,2070078,-14.91,-9.46,17707757,17687951,0.11,-
1233,天仁,189526,178560,150985,6.14,25.52,1570399,1327357,18.31,-
1234,黑松,1017186,1121037,890678,-9.26,14.2,7964124,6965192,14.34,-
1235,興泰,6537,6684,29265,-2.19,-77.66,32710,48843,-33.03,本月營收與去年同期相比減少50%為子公司昇鋒的股利收入中對福懋油公司改採用權益法認列故股利不計入營業收入
1236,宏亞,222123,172261,141089,28.94,57.43,1421429,1461117,-2.71,本年度中秋節在九月底，月餅大量出貨落點會在九月份，而去年中秋節是九月初，出貨落點會在八月份；故九月份收入成長
1702,南僑,2046638,1998440,1739911,2.41,17.62,16808721,14961833,12.34,-
1737,臺鹽,332827,318789,332826,4.4,0.0,2645250,2769223,-4.47,-
3054,立萬利,2400,2907,2357,-17.44,1.82,24810,23813,4.18,-
1301,台塑,16588777,17501985,18266287,-5.21,-9.18,151395932,200581272,-24.52,-
1303,南亞,22141297,23595589,27109813,-6.16,-18.32,196763386,279412580,-29.57,-
1304,台聚,4506836,5032636,5389936,-10.44,-16.38,39437006,51291057,-23.11,-
1305,華夏,966666,1378646,1232717,-29.88,-21.58,10485901,14130924,-25.79,-
1307,三芳,838162,1038632,1021629,-19.3,-17.95,7671609,8382900,-8.48,-
1308,亞聚,572692,679172,769148,-15.67,-25.54,5039561,7310903,-31.06,-
1309,台達化,1491814,1396557,1497170,6.82,-0.35,11145874,14238436,-21.71,-
1310,台苯,806466,814218,874662,-0.95,-7.79,6945191,10398690,-33.21,-
1312,國喬,1366098,1284350,1407268,6.36,-2.92,11984991,14234676,-15.8,-
1313,聯成,7063372,6494950,5098838,8.75,38.52,53343667,56279952,-5.21,-
1314,中石化,2843927,2408787,1363265,18.06,108.61,19773304,21143838,-6.48,本公司2022年受通膨、戰爭及下游市場需求疲弱等影響，導致2022年9月單月營收偏低，故2023年9月單月營收較2022年同期增加幅度較高
1315,達新,134277,163404,233641,-17.82,-42.52,1693032,2058403,-17.75,-
1321,大洋,357833,391590,436749,-8.62,-18.06,3608325,5184406,-30.4,-
1323,永裕,278061,316094,315654,-12.03,-11.9,2506421,2853734,-12.17,-
1324,地球,77612,75561,73352,2.71,5.8,698240,739070,-5.52,-
1325,恆大,31793,32476,41385,-2.1,-23.17,309927,437525,-29.16,-
1326,台化,30995485,29077841,30822873,6.59,0.56,245021791,293928768,-16.63,-
4306,炎洲,1076933,1117797,1127995,-3.65,-4.52,9219204,11576356,-20.36,-
1402,遠東新,23162130,21526874,23089717,7.59,0.31,190264302,199881631,-4.81,-
1409,新纖,3829791,3764714,3883592,1.72,-1.38,29757405,36742954,-19.01,-
1410,南染,16372,20769,30640,-21.17,-46.56,166013,292501,-43.24,-
1413,宏洲,202309,199408,241101,1.45,-16.08,1450310,2501058,-42.01,-
1414,東和,48748,51833,45145,-5.95,7.98,421819,547924,-23.01,-
1417,嘉裕,94040,111755,154084,-15.85,-38.96,1117061,1103583,1.22,-
1418,東華,1137,1069,891,6.36,27.6,16997,11660,45.77,-
1419,新紡,334093,266298,349765,25.45,-4.48,2328457,2395315,-2.79,-
1423,利華,6637,11088,9251,-40.14,-28.25,91275,136226,-32.99,-
1434,福懋,2407270,2477621,2814635,-2.83,-14.47,22025137,26945284,-18.25,-
1440,南紡,1477426,1590203,1759926,-7.09,-16.05,15017500,16492870,-8.94,-
1441,大東,74396,105790,130954,-29.67,-43.18,874366,1229761,-28.89,-
1444,力麗,683136,745675,1056962,-8.38,-35.36,6554198,9910712,-33.86,-
1445,大宇,86848,104160,122975,-16.62,-29.37,1051615,1088273,-3.36,-
1446,宏和,7358,9536,12108,-22.83,-39.23,98488,110148,-10.58,-
1447,力鵬,1328742,1938288,1396651,-31.44,-4.86,22543324,21383716,5.42,-
1449,佳和,236451,333084,240703,-29.01,-1.76,2034578,1971159,3.21,-
1451,年興,461901,537506,724042,-14.06,-36.2,4886282,6853706,-28.7,-
1452,宏益,93126,104627,133017,-10.99,-29.98,834721,1428859,-41.58,-
1454,台富,138803,144631,141617,-4.02,-1.98,1169212,1405697,-16.82,-
1455,集盛,690467,655615,713084,5.31,-3.17,5463353,7525083,-27.39,-
1457,宜進,313769,315028,348821,-0.39,-10.04,2300994,3411479,-32.55,-
1459,聯發,98023,95354,108504,2.79,-9.65,765261,1600585,-52.18,市場需求減少，致營業額下降。
1460,宏遠,720391,665369,904656,8.26,-20.36,5555378,7608489,-26.98,-
1463,強盛,38000,38818,44659,-2.1,-14.91,260706,376864,-30.82,-
1464,得力,961770,975517,1073666,-1.4,-10.42,7228925,9288954,-22.17,-
1465,偉全,40641,44614,62698,-8.9,-35.17,436176,412367,5.77,-
