公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年9月 0 仟元暨110年9月 0 仟元；111年1-9月 0 仟元暨110年1-9月8,113,370仟元",-2.66,10689860,8.4,9597804,10404901,3.16,76905616,79341961
1102,亞泥,-,-1.06,7069221,-10.69,7831470,6994078,5.77,62488615,66096797
1103,嘉泥,-,12.55,182371,1.96,201306,205264,-3.7,1655224,1593823
1104,環泥,-,-1.37,605512,13.04,528251,597159,16.19,4358224,5063948
1108,幸福,-,-11.13,390053,28.4,269964,346635,1.41,2905016,2946179
1109,信大,因2021年9月16日至30日大陸地區能耗雙控政策下停運停產,32.74,478276,68.45,376885,634886,-9.35,5158109,4675441
1110,東泥,-,-11.0,176935,12.45,140017,157462,-8.38,1343660,1231008
1201,味全,-,-8.66,2008672,0.71,1821712,1834655,2.41,14855873,15214413
1203,味王,-,-4.22,546197,3.61,504898,523146,4.83,4479711,4696394
1210,大成,-,-8.27,10578033,2.2,9493296,9702507,9.88,75331263,82776655
1213,大飲,-,-17.69,38696,-7.38,34387,31847,-10.84,334307,298052
1215,卜蜂,-,1.02,2393814,18.07,2048288,2418414,17.65,18061685,21251007
1216,統一,-,-5.83,48654713,11.4,41123727,45815778,10.84,357715822,396500151
1217,愛之味,-,-26.68,634623,0.38,463500,465279,1.57,3784154,3843862
1218,泰山,-,0.87,1054476,19.75,888282,1063747,13.81,7454094,8483878
1219,福壽,-,9.89,1352250,24.63,1192316,1486102,17.32,10783242,12651568
1220,台榮,-,-6.28,314062,9.96,267658,294321,11.62,2288965,2554945
1225,福懋油,-,-2.86,1333748,23.86,1045897,1295478,19.01,9447794,11244609
1227,佳格,-,5.85,2686715,-13.67,3294742,2844061,-16.2,24343309,20399539
1229,聯華,-,9.35,831107,9.14,832723,908840,14.86,8049765,9246716
1231,聯華食,-,-15.41,976319,16.91,706336,825821,11.63,6954172,7762956
1232,大統益,-,-5.33,2186695,25.41,1650643,2070078,21.13,14602286,17687951
1233,天仁,-,-4.5,158102,-7.88,163902,150985,2.41,1296071,1327357
1234,黑松,-,-17.1,1074526,12.62,790834,890678,2.54,6792222,6965192
1235,興泰,-,319.63,6974,17.64,24875,29265,32.42,36884,48843
1236,宏亞,-,-36.28,221454,-19.07,174351,141089,19.36,1224116,1461117
1702,南僑,-,1.87,1710172,-0.67,1753944,1742187,3.22,14496108,14964109
1737,臺鹽,-,-0.5,334505,-25.13,444550,332826,-4.51,2900215,2769223
1301,台塑,-,4.67,17450790,-14.77,21433730,18266287,0.69,199191244,200581272
1303,南亞,-,-1.44,27507669,-24.08,35710126,27109813,-7.97,303626893,279412580
1304,台聚,-,3.33,5215901,-15.74,6396966,5389936,-2.13,52409791,51291057
1305,華夏,-,3.52,1190704,-37.2,1963157,1232717,-6.41,15099766,14130924
1307,三芳,"因110年9月越南地區因疫情當地政府實施防疫政策,導致重要客戶封廠暫時停止營運,無法交貨,營收因而減少",-8.66,1118509,85.46,550855,1021629,33.72,6268565,8382900
1308,亞聚,-,-28.97,1082981,-9.84,853180,769148,9.91,6651289,7310903
1309,台達化,-,-2.14,1529912,-17.44,1813435,1497170,-7.9,15460336,14238436
1310,台苯,-,2.69,851722,-15.07,1029947,874662,17.41,8856313,10398690
1312,國喬,-,0.15,1405126,-24.82,1871954,1407268,-15.37,16821146,14234676
1313,聯成,-,0.91,5052422,-31.35,7428330,5098838,-6.28,60054413,56279952
1314,中石化,本公司2022年受通膨、戰爭以及下游市場需求疲弱等因素影響，導致2022年1-9月累計營收和9月單月營收皆較去年同期減少。,-29.76,1941044,-52.73,2884029,1363265,-18.9,26071642,21143838
1315,達新,-,-23.77,306497,26.15,185205,233641,16.59,1765488,2058403
1321,大洋,-,-20.71,550848,-26.91,597581,436749,7.42,4825955,5184406
1323,永裕,-,-3.62,327512,-8.34,344408,315654,3.28,2763023,2853734
1324,地球,-,-2.23,75027,-24.31,96914,73352,-7.09,795503,739070
1325,恆大,新冠肺炎各類防疫物資競爭激烈。,-7.92,44949,-17.16,49959,41385,-58.0,1041889,437525
1326,台化,-,7.52,28666166,1.84,30263865,30822873,8.39,271155846,293928768
4306,炎洲,-,-5.19,1189836,-20.22,1414033,1127995,-10.52,12938598,11576356
1402,遠東新,-,5.07,21973635,15.1,20059024,23089717,15.4,173199174,199881631
1409,新纖,-,-7.89,4216488,4.0,3733900,3883592,12.81,32569206,36742954
1410,南染,-,3.9,29489,-19.01,37833,30640,-18.97,361013,292501
1413,宏洲,-,-8.39,263208,-1.42,244586,241101,16.85,2140278,2501058
1414,東和,-,-18.98,55727,-30.01,64505,45145,-8.43,598416,547924
1417,嘉裕,因參與國軍服裝供售業務，致使營收增加,31.35,117306,95.64,78757,154084,27.27,867060,1103583
1418,東華,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,27.1,701,19.27,747,891,-67.11,35462,11660
1419,新紡,-,12.05,312131,35.98,257212,349765,30.72,1832293,2395315
1423,利華,-,-37.44,14789,18.75,7790,9251,-0.86,137416,136226
1434,福懋,-,-5.09,2965754,12.1,2510703,2814635,10.66,24348138,26945284
1439,雋揚,111/8/26取得漢霖33%股權及董事會過半席次，屬共同控制下組織重整，視為自始取得，故重編今年單月及累計營收數。,284.69,15828,1044.09,5322,60889,655.26,60303,455448
1440,南紡,-,8.95,1615212,42.65,1233678,1759926,9.79,15021824,16492870
1441,大東,-,21.09,108145,19.45,109629,130954,10.64,1111404,1229761
1444,力麗,-,-4.78,1110060,9.48,965384,1056962,25.94,7868803,9910712
