公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,13635386,9123490,13649152,49.45,-0.1,34972226,25685663,36.15,-
1102,亞泥,6532662,4184371,6409280,56.12,1.92,16594707,16499832,0.57,-
1103,嘉泥,266282,218169,254887,22.05,4.47,752454,699142,7.62,-
1104,環泥,702215,538636,750456,30.36,-6.42,1928654,1908572,1.05,-
1108,幸福,408312,356169,449482,14.63,-9.15,1212710,1192968,1.65,-
1109,信大,446709,238647,403740,87.18,10.64,989911,1097070,-9.76,-
1110,東泥,274954,228781,221172,20.18,24.31,740524,576896,28.36,-
1201,味全,1773075,1529280,1781603,15.94,-0.47,5215369,5334449,-2.23,-
1203,味王,521527,470623,524884,10.81,-0.63,1532412,1558661,-1.68,-
1210,大成,8770327,8087375,8587702,8.44,2.12,25542326,25304092,0.94,-
1213,大飲,19695,24067,7927,-18.16,148.45,66141,33348,98.33,"113年3月因產能不足,恢復產能後及積極推展業務,致使114年3月營收成長"
1215,卜蜂,2335353,2030712,2376299,15.0,-1.72,6697082,6912107,-3.11,-
1216,統一,55935541,47574945,52191829,17.57,7.17,169266002,158758007,6.61,-
1217,愛之味,402634,313901,373002,28.26,7.94,1185670,1159178,2.28,-
1218,泰山,825493,786116,866051,5.0,-4.68,2499326,2756848,-9.34,-
1219,福壽,1294322,1162280,1202605,11.36,7.62,3635481,3570935,1.8,-
1220,台榮,269636,270707,286684,-0.39,-5.94,758249,765369,-0.93,-
1225,福懋油,1061994,1068503,1151247,-0.6,-7.75,3220752,3343898,-3.68,-
1227,佳格,2006555,1605125,2068129,25.0,-2.97,6880311,6795849,1.24,-
1229,聯華,768711,789043,1202405,-2.57,-36.06,2421955,3050501,-20.6,-
1231,聯華食,1001578,834848,908144,19.97,10.28,3125895,2905460,7.58,-
1232,大統益,1935400,1633429,1911693,18.48,1.24,5397170,5626346,-4.07,-
1233,天仁,169134,161766,189036,4.55,-10.52,551138,581191,-5.17,-
1234,黑松,609760,777480,650704,-21.57,-6.29,2229771,2639399,-15.51,-
1235,興泰,18067,1746,9674,934.76,86.75,28420,17261,64.64,子公司泰宇網通營收較去年同期增加954萬
1236,宏亞,133073,87822,130365,51.52,2.07,515973,573602,-10.04,-
1702,南僑,2054601,1633026,1959060,25.81,4.87,5857242,5586072,4.85,-
1737,臺鹽,249440,241915,278862,3.11,-10.55,819189,813297,0.72,-
3054,立萬利,5427,6793,12312,-20.1,-55.92,18272,35050,-47.86,主係因本期產品結構改變致銷售金額減少。
1301,台塑,17092363,16129819,17659603,5.96,-3.21,47202204,48108493,-1.88,-
1303,南亞,23012738,22080604,21525681,4.22,6.9,65551631,58629908,11.8,-
1304,台聚,4296504,4165011,4086049,3.15,5.15,12147296,12024563,1.02,-
1305,華夏,836342,850423,981137,-1.65,-14.75,2462111,2904504,-15.23,-
1307,三芳,1022024,949002,934620,7.69,9.35,2931014,2604110,12.55,-
1308,亞聚,564425,532521,486263,5.99,16.07,1534396,1561230,-1.71,-
1309,台達化,1502160,1445653,1359122,3.9,10.52,4232841,3790933,11.65,-
1310,台苯,695651,720506,634841,-3.44,9.57,2293712,2223134,3.17,-
1312,國喬,2647259,1791123,916497,47.79,188.84,5697446,3255096,75.03,泉州國亨公司開始投產銷售
1313,聯成,5864531,4286677,7295577,36.8,-19.61,14552511,17826114,-18.36,-
1314,中石化,2109730,2043929,2729534,3.21,-22.7,6529282,8191861,-20.29,-
1315,達新,154471,184467,130875,-16.26,18.02,541182,455272,18.87,-
1321,大洋,367145,304849,442099,20.43,-16.95,998185,1112113,-10.24,-
1323,永裕,194938,143000,265123,36.32,-26.47,527053,765077,-31.11,本月營收較去年同期減少主要係去年7月份精奕公司董事會暨營運團隊重組下，其已非本公司合併財務報告之子公司。
1324,地球,67682,62235,76322,8.75,-11.32,184764,199156,-7.22,-
1325,恆大,29830,23183,24418,28.67,22.16,82236,96377,-14.67,-
1326,台化,27746732,27143490,30076914,2.22,-7.74,78909389,83941693,-5.99,-
4306,炎洲,1080099,969662,1196080,11.38,-9.69,2999371,3107990,-3.49,-
1402,遠東新,22109493,19649054,22855745,12.52,-3.26,63803549,65409190,-2.45,-
1409,新纖,3763379,3391760,4061424,10.95,-7.33,10542162,10886899,-3.16,-
1410,南染,19090,19688,18776,-3.03,1.67,50765,54735,-7.25,-
1413,宏洲,225392,178124,223241,26.53,0.96,599962,623372,-3.75,-
1414,東和,52596,40915,54426,28.54,-3.36,133301,140121,-4.86,-
