公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,16502520,16272067,8786909,1.41,87.8,138365933,99100658,39.62,2024/3/6起併入OYAK及Cimpor，以致營收較去年同期增加。
1102,亞泥,7193978,6572799,6915817,9.45,4.02,69204590,73861071,-6.3,-
1103,嘉泥,259190,228409,255428,13.47,1.47,2700778,2628002,2.76,-
1104,環泥,682994,641942,777614,6.39,-12.16,7198374,7059882,1.96,-
1108,幸福,410786,397720,503715,3.28,-18.44,4363496,4645368,-6.06,-
1109,信大,378299,348562,532975,8.53,-29.02,4259037,5690702,-25.15,-
1110,東泥,290400,249922,229619,16.19,26.47,2612481,2062261,26.68,-
1201,味全,1831315,2045868,1854759,-10.48,-1.26,21623595,19740018,9.54,-
1203,味王,573608,537494,565727,6.71,1.39,5629565,5788984,-2.75,-
1210,大成,8968687,8604252,9371916,4.23,-4.3,94407978,101517687,-7.0,-
1213,大飲,16519,18760,31,-11.94,53187.09,174211,110350,57.87,"112年11月因產能不足,113年產能恢復及積極推展業務,致使11月營收成長"
1215,卜蜂,2435339,2457728,2419018,-0.91,0.67,25524129,26751822,-4.58,-
1216,統一,51741861,54649449,48163404,-5.32,7.42,606191167,531816272,13.98,-
1217,愛之味,362132,360149,308855,0.55,17.24,4784199,4588973,4.25,-
1218,泰山,841206,833404,978504,0.93,-14.03,9952632,10458144,-4.83,-
1219,福壽,1270951,1233040,1419631,3.07,-10.47,13077143,15100454,-13.39,-
1220,台榮,397129,356483,338368,11.4,17.36,3168228,2982215,6.23,-
1225,福懋油,1152454,1079648,1237270,6.74,-6.85,11789378,13362896,-11.77,-
1227,佳格,2760180,2080184,2683145,32.68,2.87,25627663,24840214,3.17,-
1229,聯華,1110299,832906,1176212,33.3,-5.6,11717243,11663834,0.45,-
1231,聯華食,1016716,1048386,827389,-3.02,22.88,10805122,9691289,11.49,-
1232,大統益,1881431,1858530,1923822,1.23,-2.2,20116308,21553923,-6.66,-
1233,天仁,193364,161317,172074,19.86,12.37,2005457,1918256,4.54,-
1234,黑松,818973,750036,892680,9.19,-8.25,9544742,9817643,-2.77,-
