公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年7月 0 仟元暨110年7月1,366,138仟元；111年1-7月 0 仟元暨110年1-7月7,517,467仟元",10.45,9145989,21.42,8319971,10102468,-0.16,58343336,58247200
1102,亞泥,-,1.13,7776413,15.34,6818111,7864622,9.62,47463879,52033498
1103,嘉泥,-,-2.37,183177,-7.33,192983,178825,-6.34,1287896,1206188
1104,環泥,-,1.28,573028,17.55,493738,580420,13.6,3398749,3861277
1108,幸福,-,-2.22,334113,5.09,310860,326691,-7.36,2385075,2209491
1109,信大,-,-5.82,591868,13.26,492134,557403,-14.97,4189866,3562279
1110,東泥,-,16.79,115133,-15.55,159247,134470,-18.07,1094366,896611
1201,味全,-,8.73,1754660,5.85,1802387,1907939,2.29,11116390,11371086
1203,味王,-,-2.51,527809,4.12,494155,514516,5.61,3434361,3627051
1210,大成,-,-3.27,9471082,0.11,9150386,9161168,7.89,57924342,62496115
1213,大飲,-,-26.66,40233,-43.35,52085,29503,-13.34,257608,223225
1215,卜蜂,-,2.76,2335487,11.77,2147399,2400161,17.62,13975614,16438779
1216,統一,-,6.84,44266245,13.0,41852623,47295432,9.96,274649755,302029660
1217,愛之味,-,27.17,403129,16.17,441314,512688,1.04,2715548,2743960
1218,泰山,-,16.67,877120,14.28,895483,1023417,13.57,5605010,6365655
1219,福壽,-,-1.8,1345756,4.58,1263633,1321525,16.49,8423405,9813216
1220,台榮,-,0.01,294470,14.05,258235,294528,10.86,1755861,1946562
1225,福懋油,-,-1.4,1319645,19.94,1084754,1301087,17.22,7349457,8615383
1227,佳格,-,14.55,1873382,-16.1,2558217,2146094,-18.45,18234724,14868763
1229,聯華,-,-58.97,2208773,-6.18,965934,906199,16.86,6423525,7506769
1231,聯華食,-,20.22,821455,19.09,829241,987622,11.2,5360001,5960816
1232,大統益,-,-11.87,2040294,15.51,1556554,1798053,18.68,11317026,13431178
1233,天仁,-,11.01,134187,15.66,128786,148964,2.38,994598,1018270
1234,黑松,-,26.67,752225,24.36,766210,952900,-2.87,5148059,4999988
1235,興泰,本期銷貨收入較去年同期增加117.8萬,20.23,2723,56.2,2096,3274,29.6,9725,12604
1236,宏亞,-,48.48,114716,42.9,119197,170333,16.63,941929,1098574
1702,南僑,-,-10.89,1800363,7.47,1492597,1604189,3.94,11079538,11516758
1737,臺鹽,-,10.25,276814,-3.16,315171,305192,0.5,2091352,2101892
1301,台塑,-,-16.69,23931750,-10.77,22344061,19936058,6.63,154598907,164864195
1303,南亞,-,-13.0,32151862,-23.98,36795856,27970940,-2.47,230494528,224795098
1304,台聚,-,-7.86,6140523,-5.62,5995006,5657528,1.87,39938340,40685220
1305,華夏,-,4.5,1492779,-14.76,1830303,1560080,2.83,11384750,11707503
1307,三芳,-,7.69,857800,48.69,621285,923832,19.94,5204478,6242762
1308,亞聚,-,8.48,893613,18.04,821270,969456,8.96,5009624,5458774
1309,台達化,-,-12.71,1817648,-6.48,1696625,1586565,-4.99,11800239,11211354
1310,台苯,-,15.74,1135720,16.58,1127532,1314555,29.52,6695503,8672306
1312,國喬,-,-24.84,1839479,-27.35,1903047,1382426,-12.61,13071850,11422283
1313,聯成,-,-13.52,6930762,-18.6,7362982,5993125,1.69,45134011,45897801
1314,中石化,-,-5.72,2458926,-26.66,3161214,2318156,-10.08,19839596,17839529
1315,達新,-,5.46,201760,-26.08,287861,212786,10.78,1370432,1518260
1321,大洋,-,-27.12,651162,-4.63,497611,474542,13.93,3683449,4196680
1323,永裕,-,-2.85,331396,2.63,313681,321947,6.06,2084186,2210568
1324,地球,-,-14.51,86540,-15.36,87410,73983,-2.54,606092,590691
1325,恆大,新冠肺炎各類防疫物資競爭激烈。,14.87,44123,-32.15,74714,50686,-62.93,947483,351191
1326,台化,-,-14.33,36477227,3.33,30240623,31249506,11.49,210270531,234439729
4306,炎洲,-,-5.86,1331954,-14.43,1465457,1253875,-7.96,10060310,9258525
1402,遠東新,-,-7.64,23978112,16.19,19058851,22144589,15.69,133812380,154818279
1409,新纖,-,3.61,3930119,11.22,3661437,4072380,15.56,24786027,28642874
1410,南染,-,-0.39,30146,-25.55,40335,30028,-16.89,279614,232372
1413,宏洲,-,-18.19,268894,-11.03,247247,219957,22.09,1635467,1996749
1414,東和,-,-11.81,68651,-9.41,66836,60543,-4.29,467129,447052
1417,嘉裕,-,16.65,103180,21.56,99009,120361,16.5,714286,832193
1418,東華,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,-61.21,1101,-84.56,2766,427,-66.76,30294,10068
1419,新紡,客戶訂單量增加,15.36,234378,61.99,166922,270399,28.29,1351094,1733419
1423,利華,-,7.72,9338,20.1,8375,10059,-4.08,116960,112186
1434,福懋,-,1.69,2908460,12.88,2620085,2957701,9.09,19389113,21153154
1439,雋揚,1111/8/26取得漢霖33%股權及董事會過半席次，屬共同控制下組織重整，視為自始取得，故重編今年單月及累計營收數。,322.97,18741,1392.26,5312,79269,707.09,46925,378731
1440,南紡,-,-7.37,1865022,0.35,1721379,1727479,6.01,12373419,13117732
1441,大東,-,-8.51,154545,3.77,136255,141393,11.56,887977,990662
1444,力麗,-,-2.99,1159040,3.78,1083349,1124306,31.56,5885858,7743690
1445,大宇,-,24.78,103931,20.6,107528,129689,25.96,667518,840818
1446,宏和,-,95.48,10419,48.73,13694,20368,-30.92,126769,87562
1447,力鵬,本月子公司因受原物料價格上漲及貿易量增加之影響，故營收增加。,5.31,2998409,54.3,2046479,3157856,22.86,14053796,17267630
1449,佳和,-,-22.05,234689,-33.16,273727,182939,-11.75,1697980,1498327
1451,年興,-,9.63,785726,13.66,757841,861416,21.92,4350255,5304198
1452,宏益,-,-19.04,167982,-18.64,167154,135987,-0.85,1171405,1161439
1454,台富,-,4.46,148825,2.98,150961,155473,18.14,936970,1106943
1455,集盛,-,-17.22,896410,-26.36,1007763,742046,0.04,6114921,6117462
1457,宜進,-,-12.29,353383,-11.59,350585,309944,11.7,2414683,2697403
1459,聯發,-,-11.44,183419,-23.81,213216,162430,-8.53,1486199,1359291
1460,宏遠,-,1.23,825306,20.63,692595,835539,14.62,5040162,5777472
1463,強盛,-,33.11,32641,3.46,41995,43449,12.67,261816,295011
1464,得力,-,-12.17,1117759,21.34,809029,981694,22.25,5856968,7160265
1465,偉全,-,-9.17,44769,-0.8,40990,40660,41.03,205104,289272
1466,聚隆,-,-2.55,234603,-33.15,342004,228599,-13.2,2034637,1765960
1467,南緯,-,-17.15,630109,-6.5,558338,522042,2.76,3684793,3786584
1468,昶和,去年因疫情影響生產及出口，今年恢復正常生產及出口。,59.34,95434,85.9,81802,152071,24.25,626314,778227
