公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年6月 0 仟元暨110年6月1,162,600仟元；111年1-6月 0 仟元暨110年1-6月6,151,329仟元",18.26,7733787,7.84,8480821,9145989,-3.75,50023365,48144732
1102,亞泥,-,-2.8,8000427,9.31,7114028,7776413,8.66,40645768,44168876
1103,嘉泥,-,12.02,163521,8.54,168756,183177,-6.16,1094913,1027363
1104,環泥,-,6.69,537082,40.74,407130,573028,12.93,2905011,3280857
1108,幸福,-,0.55,332258,2.59,325660,334113,-9.22,2074215,1882800
1109,信大,-,-9.5,654002,20.29,492001,591868,-18.73,3697732,3004876
1110,東泥,主要係去年子公司東南資產股份有限公司認列收入,28.41,89660,-56.08,262145,115133,-18.49,935119,762141
1201,味全,-,5.53,1662683,2.17,1717230,1754660,1.6,9314003,9463147
1203,味王,-,-1.11,533780,7.06,492972,527809,5.86,2940206,3112535
1210,大成,-,9.49,8649541,4.28,9082135,9471082,9.35,48773956,53334947
1213,大飲,-,53.35,26236,11.11,36210,40233,-5.74,205523,193722
1215,卜蜂,-,1.03,2311671,15.33,2024955,2335487,18.68,11828215,14038618
1216,統一,-,2.43,43215655,12.77,39253261,44266245,9.42,232797132,254734228
1217,愛之味,-,4.71,384976,-13.26,464795,403129,-1.88,2274234,2231272
1218,泰山,-,-2.76,902029,10.44,794155,877120,13.43,4709527,5342238
1219,福壽,-,-7.27,1451392,31.33,1024656,1345756,18.6,7159772,8491692
1220,台榮,-,0.67,292492,8.2,272149,294470,10.31,1497626,1652034
1225,福懋油,-,3.98,1269125,27.58,1034300,1319645,16.75,6264703,7314296
1227,佳格,-,-4.46,1961006,-30.65,2701602,1873382,-18.84,15676507,12722669
1229,聯華,-,141.63,914089,32.85,1662605,2208773,20.94,5457591,6600570
1231,聯華食,-,0.72,815527,11.28,738135,821455,9.76,4530760,4973194
1232,大統益,售價受國際原料行情波動影響，及受國內市場供需影響。,3.31,1974737,50.15,1358757,2040294,19.18,9760472,11633125
1233,天仁,-,-9.6,148437,25.2,107176,134187,0.4,865812,869306
1234,黑松,-,24.28,605223,0.49,748522,752225,-7.63,4381849,4047088
1235,興泰,本期銷貨收入較去年同期增加109.3萬,46.47,1859,67.05,1630,2723,22.29,7629,9330
1236,宏亞,-,-17.33,138780,36.69,83920,114716,12.82,822732,928241
1702,南僑,-,5.04,1713829,12.65,1598190,1800363,3.39,9586941,9912569
1737,臺鹽,-,-6.63,296471,-11.79,313844,276814,1.15,1776181,1796700
1301,台塑,-,-3.68,24846638,4.33,22938082,23931750,9.58,132254846,144928136
1303,南亞,-,-2.22,32883176,-7.07,34598733,32151862,1.61,193698672,196824158
1304,台聚,-,1.23,6065369,1.43,6053540,6140523,3.19,33943334,35027692
1305,華夏,-,-8.51,1631728,-11.38,1684606,1492779,6.2,9554447,10147423
1307,三芳,-,-0.32,860620,24.05,691468,857800,16.05,4583193,5318930
1308,亞聚,-,2.23,874100,12.52,794147,893613,7.18,4188354,4489318
1309,台達化,-,11.3,1633100,-2.48,1864035,1817648,-4.73,10103614,9624789
1310,台苯,-,-18.28,1389847,4.44,1087399,1135720,32.14,5567971,7357751
1312,國喬,-,-0.79,1854261,-5.9,1955006,1839479,-10.1,11168803,10039857
1313,聯成,-,-0.21,6945761,-0.49,6964983,6930762,5.06,37923382,39846005
1314,中石化,-,-15.15,2898219,-26.89,3363761,2458926,-6.93,16678382,15521372
1315,達新,-,-33.77,304665,-5.47,213438,201760,20.59,1082570,1305479
1321,大洋,-,-2.64,668832,37.33,474134,651162,16.82,3185912,3722095
1323,永裕,-,26.23,262516,0.26,330531,331396,6.67,1770504,1888622
1324,地球,-,9.45,79065,0.53,86079,86540,-0.38,518682,516708
1325,恆大,新冠肺炎各類防疫物資競爭激烈。,-19.49,54809,-65.68,128578,44123,-65.56,872769,300505
1326,台化,-,4.53,34894962,18.84,30692373,36477227,12.86,180029908,203190223
4306,炎洲,-,-5.38,1407701,-17.79,1620354,1331954,-6.86,8594853,8004650
1402,遠東新,-,2.83,23317154,20.35,19922489,23978112,15.61,114753529,132673690
1409,新纖,-,-2.57,4034111,9.23,3597869,3930119,16.31,21124590,24570494
1410,南染,-,-36.22,47273,-16.25,35997,30146,-15.43,239279,202344
1413,宏洲,-,-9.26,296340,2.53,262237,268894,27.99,1388220,1776792
1414,東和,-,-1.72,69859,4.44,65732,68651,-3.44,400293,386509
1417,嘉裕,-,7.7,95800,15.16,89594,103180,15.69,615277,711832
1418,東華,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,-66.38,3275,-42.71,1922,1101,-64.97,27528,9641
1419,新紡,-,6.41,220239,13.65,206225,234378,23.54,1184172,1463020
1423,利華,近來通膨形勢明顯惡化，造成民間消費需求大幅滑落，連帶影響到各服飾品牌商對於原料之需求。,-40.77,15767,-53.57,20114,9338,-5.94,108585,102127
1434,福懋,-,-5.82,3088377,12.59,2583016,2908460,8.5,16769028,18195453
1439,雋揚,111/8/26取得漢霖33%股權及董事會過半席次，屬共同控制下組織重整，視為自始取得，故重編今年單月及累計營收數。,-80.7,97104,341.48,4245,18741,619.65,41612,299462
1440,南紡,-,-5.26,1968738,1.65,1834576,1865022,6.93,10652040,11390253
1441,大東,-,8.57,142337,29.53,119309,154545,12.97,751724,849269
1444,力麗,-,4.26,1111613,18.39,978966,1159040,37.83,4802509,6619752
1445,大宇,-,-17.0,125230,4.72,99244,103931,26.98,559990,711129
1446,宏和,-,-26.37,14151,8.82,9574,10419,-40.57,113075,67193
1447,力鵬,本月子公司因受原物料價格上漲及貿易量增加之影響，故營收增加。,-0.0,2998495,53.32,1955590,2998409,17.5,12007317,14109774
1449,佳和,-,-1.08,237255,-29.64,333575,234689,-7.64,1424254,1315389
1451,年興,-,-12.8,901078,14.56,685864,785726,23.67,3592414,4442782
1452,宏益,-,-5.63,178007,3.36,162515,167982,2.11,1004251,1025452
1454,台富,-,-19.61,185141,-9.08,163692,148825,21.05,786009,951470
1455,集盛,-,21.58,737288,-2.89,923139,896410,5.25,5107158,5375416
1457,宜進,-,-13.47,408417,-7.35,381444,353383,15.66,2064098,2387459
1459,聯發,-,-8.36,200160,-1.92,187016,183419,-6.02,1273460,1196764
1460,宏遠,-,9.91,750834,14.56,720402,825306,13.52,4347567,4935685
1463,強盛,-,-11.2,36762,25.8,25946,32641,14.43,219821,251562
1464,得力,-,4.22,1072476,25.83,888247,1117759,22.39,5047939,6178571
1465,偉全,去年因疫情影響基期低。,-16.48,53608,1.47,44120,44769,51.48,164114,248612
1466,聚隆,-,3.62,226396,-33.57,353163,234603,-9.17,1692633,1537361
1467,南緯,-,26.39,498525,15.01,547855,630109,4.41,3126456,3264542
1468,昶和,-,-8.27,104048,12.61,84741,95434,14.99,544512,626156
1470,大統新創,-,1.4,68024,-18.3,84433,68978,16.73,436234,509230
1472,三洋實業,本年度投入工程收益較去年同期增加。,-7.32,96289,91.67,46556,89237,85.73,242678,450750
1473,台南,"產地去年因為疫情封城影響生產及出口, 今年已無此狀況, 恢復正常生產及出口",53.7,484028,112.5,350096,743969,52.8,2621906,4006348
1474,弘裕,-,-5.12,263236,-7.76,270784,249746,6.89,1598863,1709047
1475,業旺,主要開始銷售染劑產品,-1.08,102710,908.75,10071,101592,588.87,82034,565108
1476,儒鴻,-,17.5,3453892,25.88,3224171,4058641,18.8,18006243,21392869
1477,聚陽,-,9.46,2400651,18.65,2214611,2627755,18.35,12937782,15312548
4414,如興,-,-2.54,1502095,38.26,1058692,1463842,13.35,7560100,8570063
4426,利勤,因遇季節性訂單出貨,-10.21,120243,114.76,50270,107964,50.22,390819,587124
4438,廣越,客戶需求增加，帶動營收增長。,41.6,1480638,48.04,1416273,2096673,58.24,4947971,7830021
4440,宜新實業,-,-4.69,130898,-24.83,165971,124746,-4.77,833030,793271
1503,士電,-,25.92,2306919,19.89,2423094,2905083,8.56,14135539,15346298
1504,東元,-,11.72,4805903,22.08,4397835,5369300,17.34,24275572,28486271
1506,正道,-,7.07,99088,7.44,98750,106101,17.53,503082,591293
1513,中興電,-,6.81,1407055,12.19,1339572,1502907,4.23,8744140,9114105
1514,亞力,主因配合高科技半導體建廠進度，並完成驗收程序，金額約2億4仟萬所致,35.97,578515,55.34,506362,786621,34.1,2574868,3453052
1515,力山,客戶庫存管理減少採購量,44.81,246150,-82.3,2014978,356466,-71.41,9022875,2579091
1517,利奇,-,16.95,473412,32.02,419359,553672,15.97,2222212,2577240
1519,華城,-,50.26,622040,-3.83,971935,934679,-13.45,3975228,3440482
1526,日馳,-,1.58,206546,24.98,167887,209828,35.82,826825,1123037
1527,鑽全,-,-22.03,430590,-19.66,417884,335713,-0.39,2310381,2301222
1528,恩德,-,29.37,307660,41.33,281614,398023,12.93,1635990,1847544
1529,樂事綠能,"本月太陽能工程營收較去年同期少,故累計營收亦減少",247.37,9470,-64.13,91721,32896,-27.02,156500,114201
1530,亞崴,-,-1.74,240124,-30.61,340016,235926,-22.37,1766718,1371482
1531,高林股,-,32.91,209055,-2.7,285602,277868,5.33,1383858,1457698
1532,勤美,-,19.1,956219,15.42,986696,1138896,10.71,6925247,7667484
1535,中宇,-,41.29,605090,37.26,622844,854971,1.51,4098042,4159933
1537,廣隆,-,3.36,675156,1.36,688504,697872,1.43,3640839,3693138
