公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,13882248,13306676,16272067,4.32,-14.68,123320545,121863413,1.19,-
1102,亞泥,5833267,6388217,6572799,-8.68,-11.25,58982282,62010612,-4.88,-
1103,嘉泥,246707,234910,228409,5.02,8.01,2491388,2441588,2.03,-
1104,環泥,723076,707407,641942,2.21,12.63,6506093,6515381,-0.14,-
1108,幸福,326009,350532,397720,-6.99,-18.03,3751392,3952710,-5.09,-
1109,信大,325978,379708,348562,-14.15,-6.47,3661098,3880738,-5.65,-
1110,東泥,263053,226502,249922,16.13,5.25,2405342,2322081,3.58,-
1201,味全,1801807,2160653,2045868,-16.6,-11.92,18519597,19792280,-6.43,-
1203,味王,448604,448993,537494,-0.08,-16.53,4751472,5055957,-6.02,-
1210,大成,8433533,8731543,8604252,-3.41,-1.98,84129398,85439292,-1.53,-
1213,大飲,25876,34129,18760,-24.18,37.93,252660,157692,60.22,"113年10月因產能不足,恢復產能後及積極推展業務,致使114年10月營收成長．"
1215,卜蜂,2347307,2389204,2457728,-1.75,-4.49,23199454,23088790,0.47,-
1216,統一,54226663,58415036,54649449,-7.17,-0.77,569391066,554449306,2.69,-
1217,愛之味,364631,525593,360149,-30.62,1.24,4396895,4422067,-0.56,-
1218,泰山,791573,885650,833404,-10.62,-5.01,8528579,9111426,-6.39,-
1219,福壽,1266703,1211300,1233040,4.57,2.73,11872748,11806192,0.56,-
1220,台榮,345775,290497,356483,19.02,-3.0,2746811,2771099,-0.87,-
1225,福懋油,967903,925938,1079648,4.53,-10.35,10071564,10636924,-5.31,-
1227,佳格,2154553,2981999,2080184,-27.74,3.57,22490919,22867483,-1.64,-
1229,聯華,1015427,1235489,832906,-17.81,21.91,10779008,10606944,1.62,-
1231,聯華食,1058351,1068355,1048386,-0.93,0.95,10544819,9788406,7.72,-
1232,大統益,1860932,1796364,1858530,3.59,0.12,17697365,18234878,-2.94,-
1233,天仁,181007,187040,161317,-3.22,12.2,1786442,1812093,-1.41,-
1234,黑松,877976,877543,750036,0.04,17.05,8186352,8725769,-6.18,-
1235,興泰,20135,19629,14331,2.57,40.49,139794,87937,58.97,泰宇網通累計1-10月營收較去年同期增加62765仟元
1236,宏亞,116272,229974,133509,-49.44,-12.91,1495749,1554434,-3.77,-
