公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年1月 0 仟元暨110年1月511,796仟元；111年1-1月 0 仟元暨110年1-1月511,796仟元",-30.52,10821264,-7.0,8084465,7517896,-7.0,8084465,7517896
1102,亞泥,-,-21.08,9403723,-0.2,7436331,7420726,-0.2,7436331,7420726
1103,嘉泥,-,-7.85,171518,-19.14,195482,158052,-19.14,195482,158052
1104,環泥,-,3.98,569625,15.8,511466,592322,15.8,511466,592322
1108,幸福,-,1.65,319368,-22.2,417355,324664,-22.2,417355,324664
1109,信大,-,-27.11,777783,-23.31,739226,566897,-23.31,739226,566897
1110,東泥,-,-9.74,184874,21.02,137866,166858,21.02,137866,166858
1201,味全,-,3.35,1614562,14.21,1461118,1668787,14.21,1461118,1668787
1203,味王,-,11.08,507831,3.45,545268,564100,3.45,545268,564100
1210,大成,-,7.94,9224406,17.4,8480630,9956918,17.4,8480630,9956918
1213,大飲,-,45.29,31545,40.8,32550,45833,40.8,32550,45833
1215,卜蜂,-,9.62,2438193,31.18,2037460,2672823,31.18,2037460,2672823
1216,統一,-,28.84,37291418,6.31,45194815,48049485,6.31,45194815,48049485
1217,愛之味,-,40.61,314921,7.73,411016,442813,7.73,411016,442813
1218,泰山,-,19.84,816534,15.7,845756,978592,15.7,845756,978592
1219,福壽,-,3.59,1383471,8.07,1326083,1433167,8.07,1326083,1433167
1220,台榮,-,1.95,316808,23.07,262424,322989,23.07,262424,322989
1225,福懋油,-,3.19,1251774,19.93,1076979,1291723,19.93,1076979,1291723
1227,佳格,-,-11.01,3562124,-30.88,4585987,3169810,-30.88,4585987,3169810
1229,聯華,-,-25.12,1166930,14.76,761338,873750,14.76,761338,873750
1231,聯華食,-,-3.66,1063115,7.86,949444,1024108,7.86,949444,1024108
1232,大統益,-,15.74,1782666,24.3,1659919,2063315,24.3,1659919,2063315
1233,天仁,-,-2.47,192899,10.28,170575,188123,10.28,170575,188123
1234,黑松,-,6.68,881319,12.59,835074,940229,12.59,835074,940229
1235,興泰,-,-0.73,1227,-33.55,1833,1218,-33.55,1833,1218
1236,宏亞,-,7.67,263522,-13.88,329513,283748,-13.88,329513,283748
1702,南僑,-,-12.61,2070357,3.53,1747421,1809151,3.53,1747421,1809151
1737,臺鹽,-,-38.11,547775,20.81,280603,339010,20.81,280603,339010
1301,台塑,-,-5.0,25199437,24.57,19215607,23937795,24.57,19215607,23937795
