公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:110年8月595,903仟元暨109年8月678,426仟元;110年1-8月8,113,370仟元暨109年1-8月5,104,554仟元",7.74,8319971,-2.62,9206588,8964476,-0.13,67398791,67307812
1102,亞泥,-,11.04,6477630,7.63,6683133,7193266,14.1,47307654,53979254
1103,嘉泥,-,-13.97,192983,8.8,152585,166022,10.3,1318033,1453918
1104,環泥,-,-12.66,493738,17.5,366990,431224,11.47,3435661,3829973
1108,幸福,-,-19.58,310860,-31.85,366847,249977,-11.5,2977578,2635052
1109,信大,-,20.16,492134,-5.48,625696,591358,5.36,4537827,4781224
1110,東泥,-,-31.37,159247,10.78,98636,109276,21.11,993770,1203643
1201,味全,-,6.4,1802387,3.07,1860519,1917771,7.09,12171137,13034161
1203,味王,-,9.36,494155,6.07,509509,540451,-1.88,4051015,3974812
1210,大成,-,-13.51,9150386,16.87,6771132,7913624,31.37,50115919,65837966
1213,大飲,-,-18.76,52085,-34.72,64820,42312,5.15,285217,299920
1215,卜蜂,-,-5.1,2147399,7.69,1892166,2037783,10.84,14446191,16013397
1216,統一,-,0.21,41852623,1.77,41212854,41942340,5.36,300458957,316592095
1217,愛之味,-,37.11,441314,-5.4,639670,605106,3.11,3220304,3320654
1218,泰山,-,7.29,895483,12.52,853882,960802,17.02,5610479,6565812
1219,福壽,-,-7.6,1263633,19.71,975254,1167521,21.82,7872797,9590926
1220,台榮,-,2.79,258235,1.92,260431,265446,14.29,1768466,2021307
1225,福懋油,-,-2.97,1084754,27.35,826403,1052440,26.27,6653667,8401897
1227,佳格,-,9.99,2558217,-11.16,3167337,2813843,3.86,20265780,21048567
1229,聯華,-,-17.84,965934,13.06,701837,793517,16.7,6183870,7217042
1231,聯華食,-,7.06,829241,-1.36,900089,887835,7.88,5791250,6247836
1232,大統益,-,5.01,1556554,12.15,1457410,1634616,18.3,10948019,12951642
1233,天仁,-,6.82,128786,-19.24,170359,137571,-8.6,1238771,1132169
1234,黑松,-,11.37,766210,-13.2,983169,853329,0.14,5992437,6001388
1235,興泰,與去年差異超過50%為昇鋒去年同期有238萬股利收入及認列出售股票收入446萬,8.96,2096,-75.9,9481,2284,-55.8,27170,12009
1236,宏亞,-,-9.53,119197,-26.63,146991,107836,9.72,956759,1049765
