公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年8月 0 仟元暨110年8月595,903仟元；111年1-8月 0 仟元暨110年1-8月8,113,370仟元",5.81,10102468,19.24,8964476,10689860,2.42,67307812,68937060
1102,亞泥,-,-10.11,7864622,-1.72,7193266,7069221,8.13,54657145,59102719
1103,嘉泥,-,1.98,178825,9.84,166022,182371,-4.49,1453918,1388559
1104,環泥,-,4.32,580420,40.41,431224,605512,16.62,3829973,4466788
1108,幸福,去年同期本公司石材減產，致本月與去年同期相較增加50%以上。,19.39,326691,56.03,249977,390053,-1.34,2635052,2599544
1109,信大,-,-14.19,557403,-19.12,591358,478276,-15.49,4781224,4040555
1110,東泥,主要係母公司東南水泥股份有限公司以及子公司東南高良資源再生股份有限公司銷貨收入較去年同期增加,31.57,134470,61.91,109276,176935,-10.8,1203643,1073546
1201,味全,-,5.27,1907939,4.73,1917771,2008672,2.65,13034161,13379758
1203,味王,-,6.15,514516,1.06,540451,546197,4.99,3974812,4173247
1210,大成,-,15.46,9161168,33.66,7913624,10578033,10.99,65837966,73074148
1213,大飲,-,31.15,29503,-8.54,42312,38696,-11.24,299920,266205
1215,卜蜂,-,-0.26,2400161,17.47,2037783,2393814,17.6,16013397,18832593
1216,統一,-,2.87,47295432,16.0,41942340,48654713,10.76,316592095,350684373
1217,愛之味,-,23.78,512688,4.87,605106,634623,1.74,3320654,3378583
1218,泰山,-,3.03,1023417,9.74,960802,1054476,13.01,6565812,7420131
1219,福壽,-,2.32,1321525,15.82,1167521,1352250,16.41,9590926,11165467
1220,台榮,-,6.63,294528,18.31,265446,314062,11.83,2021307,2260624
1225,福懋油,-,2.51,1301087,26.72,1052440,1333748,18.41,8401897,9949131
1227,佳格,-,25.19,2146094,-4.51,2813843,2686715,-16.59,21048567,17555478
1229,聯華,-,-8.28,906199,4.73,793517,831107,15.53,7217042,8337876
1231,聯華食,-,-1.14,987622,9.96,887835,976319,11.03,6247836,6937135
1232,大統益,-,21.61,1798053,33.77,1634616,2186695,20.58,12951642,15617873
1233,天仁,-,6.13,148964,14.92,137571,158102,3.9,1132169,1176372
1234,黑松,-,12.76,952900,25.92,853329,1074526,1.21,6001388,6074514
1235,興泰,本期銷貨收入較去年同期增加208.2萬，子公司昇鋒本期股利收入較去年同期增加260.8萬,113.01,3274,205.34,2284,6974,63.02,12009,19578
1236,宏亞,主因節慶挪移使中秋業績落點在110年9月及111年8月，造成兩期差異比例較大。,30.01,170333,105.36,107836,221454,25.74,1049765,1320028
1702,南僑,-,6.6,1604189,2.85,1662626,1710172,3.76,12742164,13221922
1737,臺鹽,-,9.6,305192,-8.18,364313,334505,-0.78,2455665,2436397
1301,台塑,-,-12.46,19936058,-24.64,23158607,17450790,2.56,177757514,182314985
1303,南亞,-,-1.65,27970940,-26.49,37422239,27507669,-5.82,267916767,252302767
1304,台聚,-,-7.8,5657528,-14.13,6074485,5215901,-0.24,46012825,45901121
1305,華夏,-,-23.67,1560080,-32.03,1751859,1190704,-1.81,13136609,12898207
1307,三芳,"因110年8月越南地區因疫情當地政府實施防疫政策,導致重要客戶封廠暫時停止營運,無法交貨,營收因而減少",21.07,923832,117.93,513232,1118509,28.74,5717710,7361271
1308,亞聚,-,11.71,969456,37.34,788485,1082981,12.82,5798109,6541755
1309,台達化,-,-3.57,1586565,-17.15,1846662,1529912,-6.63,13646901,12741266
1310,台苯,-,-35.2,1314555,-24.68,1130863,851722,21.69,7826366,9524028
1312,國喬,-,1.64,1382426,-25.15,1877342,1405126,-14.19,14949192,12827409
1313,聯成,-,-15.69,5993125,-34.09,7666218,5052422,-3.24,52720891,51008382
1314,中石化,-,-16.26,2318156,-42.02,3348017,1941044,-14.69,23187613,19780573
1315,達新,-,44.04,212786,46.05,209850,306497,15.47,1580283,1824757
1321,大洋,-,16.07,474542,1.02,545282,550848,12.26,4228747,4747490
1323,永裕,-,1.72,321947,-2.06,334429,327512,4.93,2418615,2538080
1324,地球,-,1.41,73983,-18.88,92497,75027,-4.7,698589,665718
