公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年4月 0 仟元暨110年4月1,293,852仟元；111年1-4月 0 仟元暨110年1-4月3,536,377仟元",-16.57,9971650,-13.98,9672128,8319342,-1.4,31709780,31264956
1102,亞泥,-,6.73,8160414,11.09,7840099,8710220,10.33,25733240,28392036
1103,嘉泥,-,-23.75,220463,-9.25,185227,168089,-6.72,729754,680665
1104,環泥,-,7.92,591593,21.95,523569,638493,10.52,1964066,2170746
1108,幸福,-,-2.92,345612,-2.9,345563,335518,-12.58,1391516,1216429
1109,信大,-,5.94,490643,-32.14,766026,519822,-31.77,2578377,1759006
1110,東泥,-,-36.23,178972,-20.69,143902,114127,4.91,531244,557348
1201,味全,-,-5.96,1589975,-4.59,1567125,1495139,1.83,5936813,6045804
1203,味王,-,-0.2,517118,9.57,470972,516050,4.69,1958964,2050946
1210,大成,-,7.28,8558697,1.42,9053195,9182352,12.05,31425523,35214325
1213,大飲,-,-13.89,30575,-16.77,31631,26326,-4.96,133897,127254
1215,卜蜂,-,-11.52,2477639,9.72,1997700,2192046,21.7,7716685,9391460
1216,統一,-,2.05,42112136,12.04,38356552,42977511,8.75,153784713,167252328
1217,愛之味,-,-21.84,385888,10.22,273615,301579,5.38,1369454,1443167
1218,泰山,-,-1.63,927607,12.57,810520,912408,15.49,3085012,3563089
1219,福壽,-,-10.38,1651054,19.28,1240389,1479641,14.84,4958447,5694544
1220,台榮,-,-12.99,285720,-5.13,262030,248582,9.71,970790,1065072
1225,福懋油,-,-4.67,1279502,19.5,1020599,1219664,14.8,4116138,4725526
1227,佳格,-,-4.06,2249275,-7.66,2337076,2157826,-16.16,10601692,8888281
1229,聯華,-,-18.69,1081223,21.35,724446,879141,17.89,2949739,3477708
1231,聯華食,-,0.19,810325,16.68,695795,811880,8.69,3069348,3336212
1232,大統益,-,-11.43,2167843,0.16,1916817,1919923,12.7,6759548,7618093
1233,天仁,-,-7.28,138421,-9.07,141150,128340,-5.95,623821,586682
1234,黑松,-,1.13,638270,-6.05,687081,645499,-7.31,2901980,2689640
1235,興泰,-,-14.41,1533,17.98,1112,1312,-3.75,4933,4748
1236,宏亞,-,-20.68,163958,29.84,100156,130046,5.3,640768,674745
1702,南僑,-,-2.93,1689826,-2.4,1680650,1640303,1.01,6340941,6405103
1737,臺鹽,-,-19.2,371648,-3.02,309644,300262,11.24,1099729,1223415
1301,台塑,-,-5.01,26474312,3.19,24367037,25145986,13.15,84968974,96149748
1303,南亞,-,-19.74,37002485,-14.91,34904534,29697081,5.75,124615224,131789120
1304,台聚,-,-0.24,5732214,-5.13,6028023,5718382,2.68,22224199,22821800
1305,華夏,-,-7.06,1845700,14.82,1493823,1715260,8.5,6472507,7022916
1307,三芳,-,-3.65,1020535,40.93,697674,983242,9.54,3286764,3600510
1308,亞聚,-,-18.81,714113,-27.61,800995,579784,2.55,2653687,2721605
1309,台達化,-,-0.17,1640544,-12.74,1876788,1637667,-3.71,6412469,6174041
1310,台苯,-,0.03,1296091,15.08,1126664,1296574,48.02,3264371,4832184
1312,國喬,-,5.73,1711214,-7.18,1949387,1809407,-11.66,7184518,6346116
1313,聯成,-,-20.25,8167285,-14.24,7594888,6512868,5.0,24661821,25896704
1314,中石化,-,6.65,2608381,-1.16,2814860,2781957,-0.85,10251385,10164227
1315,達新,-,-27.16,253082,10.74,166442,184323,13.21,705762,799053
1321,大洋,-,-6.43,674298,15.94,544134,630884,15.54,2078960,2402164
1323,永裕,-,-18.77,371815,-0.4,303256,302017,14.22,1133483,1294709
1324,地球,-,-4.77,99839,13.81,83533,95073,4.67,335421,351103
1325,恆大,因新冠肺炎防疫物資競爭激烈，致營收較去年同期減少。,23.17,41885,-62.18,136427,51593,-66.79,607088,201573
1326,台化,-,0.14,36365994,10.2,33047596,36418996,12.47,117201847,131818034
4306,炎洲,-,-14.58,1608404,-10.64,1537466,1373782,-4.03,5486406,5264995
1402,遠東新,-,-6.38,23482793,18.87,18494363,21984550,14.23,74738575,85378424
1409,新纖,-,-8.33,4597676,11.65,3774406,4214453,20.07,13829687,16606264
1410,南染,-,-9.96,40992,-12.65,42253,36907,-17.03,150583,124925
1413,宏洲,-,-4.73,339348,29.56,249530,323292,39.31,869638,1211558
1414,東和,-,2.22,61181,-9.33,68982,62544,-8.79,271921,247999
1417,嘉裕,-,-24.97,148058,-1.74,113051,111074,18.77,431798,512852
1418,東華,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,-97.81,3199,-98.88,6270,70,-72.5,19150,5265
1419,新紡,-,-11.97,294277,5.82,244757,259024,26.89,794645,1008403
1423,利華,-,-43.27,29143,-6.77,17732,16530,7.49,71652,77022
1434,福懋,-,-1.65,3340529,6.29,3090691,3285328,8.43,11250608,12199110
1439,雋揚,111/8/26取得漢霖33%股權及董事會過半席次，屬共同控制下組織重整，視為自始取得，故重編今年單月及累計營收數。,156.75,32313,1286.44,5984,82965,544.06,28509,183617
1440,南紡,-,-14.32,2060595,-6.67,1891812,1765497,4.58,7224917,7556493
1441,大東,-,-23.11,181288,23.17,113161,139385,13.85,485185,552387
1444,力麗,因海運延誤本月聚酯粒到港大幅認列營收。,39.35,1039640,87.71,771799,1448814,46.23,2974104,4349098
1445,大宇,-,5.98,124622,38.44,95403,132084,32.41,363971,481968
1446,宏和,因永和合建案已銷售完畢,-6.56,12271,13.54,10098,11466,-54.31,93290,42624
1447,力鵬,-,-41.32,2981959,-8.4,1910183,1749634,4.16,7788530,8112870
1449,佳和,-,-12.58,263710,-8.18,251070,230524,0.34,840523,843444
1451,年興,-,18.43,661448,36.92,572110,783369,19.31,2309848,2755978
1452,宏益,-,-14.89,193024,1.15,162389,164269,0.54,675750,679463
1454,台富,-,-4.97,176139,30.99,127762,167368,24.8,494767,617505
1455,集盛,-,-19.27,1139439,3.78,886296,919860,15.14,3249575,3741718
1457,宜進,-,-7.3,451942,12.78,371454,418944,24.27,1308079,1625659
1459,聯發,-,-8.62,238035,-1.58,221026,217515,-8.92,894404,814536
1460,宏遠,-,-24.51,959483,-2.18,740461,724281,16.5,2882613,3358520
1463,強盛,-,-8.42,52762,5.92,45616,48319,19.39,152564,182159
1464,得力,-,-11.17,1139904,18.05,857655,1012526,21.35,3286534,3988336
1465,偉全,去年因疫情影響故基期低。,-63.64,54939,23.7,16147,19975,67.8,89527,150235
1466,聚隆,-,-16.34,319131,1.7,262488,266956,3.0,1044990,1076363
1467,南緯,-,-29.08,643532,-6.43,487758,456377,1.05,2113593,2135908
1468,昶和,-,-2.09,110588,-8.27,118037,108274,19.01,358508,426674
1470,大統新創,-,-44.48,130233,-5.73,76700,72305,33.68,278429,372228
1472,三洋實業,本年度投入工程收益較去年同期增加。,-0.53,68661,31.55,51915,68295,130.63,114999,265224
1473,台南,-,-40.85,768899,18.19,384725,454728,33.05,2088147,2778351
1474,弘裕,-,-11.99,349784,15.98,265400,307823,13.37,1054930,1196065
1475,業旺,主要開始銷售染劑產品,-9.85,104181,758.09,10945,93918,552.19,55322,360806
1476,儒鴻,-,-0.59,3724585,17.24,3158046,3702605,21.99,11377522,13880336
1477,聚陽,-,-9.53,2556267,-1.41,2345903,2312614,12.23,9162702,10284142
4414,如興,-,22.67,1311446,24.21,1295215,1608847,0.57,5571965,5604126
4426,利勤,因遇季節性訂單出貨,14.64,102056,127.57,51413,117005,30.61,274790,358917
4438,廣越,客戶需求增加，帶動營收增長。,31.81,945797,99.46,625008,1246685,93.81,2194239,4252710
4440,宜新實業,-,-14.49,142072,-14.7,142417,121479,3.42,519839,537627
1503,士電,-,-13.07,2759545,-1.26,2429347,2398634,6.17,9544493,10134296
1504,東元,-,-14.33,5176830,8.02,4105072,4434537,17.64,15564922,18311068
1506,正道,正道集團因國外新冠肺炎疫情趨緩，客戶端訂單回升，導致本月(2022/4)營收較去年同期(2021/4)增加超過50%,5.47,97344,51.61,67722,102674,19.43,323288,386104
1513,中興電,-,-25.89,1976860,-12.72,1678387,1464869,-2.46,6361100,6204143
1514,亞力,主因配合高科技半導體建廠進度，並完成驗收程序，金額約2億1仟萬所致,1.82,588575,55.24,386044,599332,29.16,1616499,2087916
1515,力山,客戶庫存管理減少採購量,-8.31,374324,-76.67,1471519,343199,-64.13,5510334,1976475
1517,利奇,-,-36.65,512327,-15.77,385312,324533,11.14,1394671,1550156
1519,華城,-,-14.33,570125,-28.54,683460,488370,-17.35,2279452,1883763
1526,日馳,-,-8.42,211980,24.57,155818,194111,41.83,498237,706663
1527,鑽全,-,-24.27,476021,7.35,335787,360476,5.96,1448569,1534919
1528,恩德,-,-4.49,362127,20.44,287133,345836,9.07,1046893,1141861
1529,樂事綠能,-,111.4,13488,38.45,20595,28514,40.91,50976,71835
1530,亞崴,-,53.95,175393,-13.2,311109,270022,-19.69,1115096,895432
1531,高林股,-,-32.5,307268,-20.41,260585,207398,9.71,884782,970775
1532,勤美,-,-46.57,1812987,-24.86,1289068,968599,12.69,4944538,5572369
1535,中宇,-,-13.96,704652,-5.31,640253,606248,-4.06,2814209,2699872
1537,廣隆,-,5.99,613512,6.29,611767,650265,0.53,2307725,2320110
1538,正峰,-,-43.11,20063,-38.53,18568,11412,-7.58,79843,73787
1539,巨庭,-,-17.27,279659,-4.97,243445,231345,22.42,858823,1051395
1540,喬福,-,36.86,43677,41.84,42144,59780,1.85,160748,163735
1541,錩泰,-,-16.76,574301,0.6,475146,478025,17.65,1754530,2064264
1558,伸興,-,-38.54,800122,-38.56,800381,491680,-26.13,3345601,2471394
1560,中砂,-,1.21,583052,22.8,480526,590111,14.89,1945263,2234971
1583,程泰,-,14.7,430820,-16.85,594390,494177,-10.45,2101056,1881291
1597,直得,-,-19.12,144907,-27.54,161737,117194,-12.01,580391,510629
2049,上銀,-,1.13,2711936,22.64,2236269,2742688,25.29,8227716,10309033
2371,大同,-,-27.48,2894545,-5.37,2218017,2098835,11.18,8786106,9768603
3167,大量,-,-14.14,275429,-44.76,428134,236461,-28.74,1386137,987710
4526,東台,-,-25.12,661756,-38.22,802071,495498,-18.44,2647428,2159070
4532,瑞智,-,-5.97,1948374,-17.56,2222346,1832009,-8.04,8050352,7402746
4540,全球傳動,-,-14.18,328654,5.2,268079,282040,16.77,912896,1066008
4555,氣立,-,-19.72,162610,-29.36,184820,130542,-5.31,631385,597857
4562,穎漢,-,-27.8,66212,-28.34,66711,47800,-7.74,245319,226317
4564,元翎,-,-23.74,184816,-12.06,160262,140934,-2.53,742168,723338
4566,時碩工業,-,-20.18,477869,3.92,367012,381420,12.06,1499703,1680627
4572,駐龍,"航太景氣可望逐步復甦,客戶需求增加,營收隨之成長",8.43,50854,65.72,33276,55145,65.11,106641,176079
4576,大銀微系統,-,-13.99,339690,10.01,265557,292146,19.57,960537,1148583
4583,台灣精銳,-,-19.0,340819,-10.88,309783,276056,4.38,1089347,1137121
8222,寶一,-,26.9,29754,20.74,31271,37758,22.21,110622,135194
8374,羅昇,-,-9.7,392310,15.45,306808,354227,8.78,1184893,1288934
8996,高力,-,-17.05,223177,-8.42,202151,185110,1.98,705884,719864
1603,華電,"本公司產品為訂單式生產。營收增加主要係25KV電纜線36,036仟元、161KV電纜線40,475仟元、南港生技案40,908仟元。",-15.01,316351,80.73,148748,268837,9.95,887172,975480
1604,聲寶,-,3.73,750523,13.86,683761,778535,13.77,2792331,3176871
1605,華新,-,7.25,16037946,40.48,12244761,17201723,45.42,41099138,59767632
1608,華榮,-,-18.59,1042822,5.01,808397,848954,18.48,3058181,3623528
1609,大亞,-,-9.1,2647479,14.31,2105240,2406527,11.24,8186089,9106590
1611,中電,-,-16.94,148084,-16.67,147596,122990,-15.37,608443,514916
1612,宏泰,-,-17.24,579505,-3.37,496329,479578,9.23,1955477,2136090
1614,三洋電,-,16.68,461047,18.68,453266,537961,15.25,1774939,2045663
1615,大山,"本期營收減少,係因去年同期子公司營建收入增加所致。",-23.72,479433,-58.69,885445,365709,-16.86,1672342,1390254
1616,億泰,本月營收較去年同期增加主要係因訂單出貨增加所致,-10.79,371036,61.76,204612,330991,42.9,831816,1188709
1617,榮星,-,-9.12,396087,-19.27,445931,359962,-12.29,1479420,1297486
1618,合機,-,-63.88,338319,-30.59,176037,122181,-16.66,988507,823762
4930,燦星網,-,-4.7,715358,-30.11,975530,681718,-24.72,3509901,2642149
5283,禾聯碩,-,-12.37,792602,28.15,541955,694552,33.08,1835656,2442981
1708,東鹼,增加係因1.自製產品價格調漲2.航運租金上揚3.外銷硫酸鉀受遞延出貨影響，銷售數量增加,-4.27,648002,49.43,415078,620278,100.65,1261508,2531287
1709,和益,-,-25.21,1036062,2.73,754119,774773,19.41,3094373,3695054
1710,東聯,無,4.07,2179385,-12.8,2601336,2268161,-4.17,9176099,8793345
1711,永光,-,-16.69,918518,-3.63,793963,765135,3.33,3074766,3177368
1712,興農,-,-7.94,2181001,32.99,1509545,2007657,27.48,6338595,8080890
1713,國化,-,-6.51,55759,9.9,47429,52127,17.52,181521,213331
