公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:110年4月1,293,852仟元暨109年4月377,827仟元;110年1-4月3,536,377仟元暨109年1-4月2,553,215仟元",-1.1,9779716,-1.69,9838855,9672128,6.98,29639667,31709780
1102,亞泥,-,11.76,7006606,15.98,6751585,7830830,29.32,19890466,25723971
1103,嘉泥,-,-9.18,203954,16.63,158812,185227,11.55,654146,729754
1104,環泥,-,-8.94,575019,8.8,481205,523569,13.2,1734963,1964066
1108,幸福,-,-1.13,349527,-14.5,404198,345563,-7.78,1508918,1391516
1109,信大,-,-13.22,882786,-0.86,772697,766026,33.05,1937778,2578377
1110,東泥,-,-1.68,146368,-1.31,145822,143902,-0.47,533766,531244
1201,味全,-,3.98,1507135,6.36,1473407,1567125,8.97,5447749,5936813
1203,味王,-,-5.82,500102,-2.15,481367,470972,-5.1,2064457,1958964
1210,大成,-,12.15,8072006,46.48,6180161,9053195,28.59,24436887,31425523
1213,大飲,-,4.75,30196,41.1,22416,31631,30.65,102482,133897
1215,卜蜂,-,-1.59,2030023,7.86,1851960,1997700,8.79,7093153,7716685
1216,統一,-,-0.27,38463882,9.75,34946280,38356552,7.38,143211145,153784713
1217,愛之味,-,-25.47,367154,-6.03,291186,273615,-5.14,1443667,1369454
1218,泰山,-,1.36,799575,28.54,630513,810520,21.71,2534680,3085012
1219,福壽,-,-1.34,1257299,21.85,1017898,1240389,23.72,4007636,4958447
1220,台榮,-,-2.81,269619,21.7,215302,262030,18.79,817212,970790
1225,福懋油,-,-9.28,1125109,19.22,856010,1020599,21.87,3377302,4116138
1227,佳格,-,20.55,1938626,-21.5,2977463,2337076,9.87,9648896,10601692
1229,聯華,-,-16.16,864164,-3.22,748609,724446,5.51,2795638,2949739
1231,聯華食,-,-1.36,705431,7.66,646251,695795,11.84,2744297,3069348
1232,大統益,售價受國際原料行情波動影響，及受國內市場供需影響。,6.16,1805442,52.24,1259038,1916817,26.75,5332720,6759548
