公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1102,亞泥,6388217,5663764,6496635,12.79,-1.66,53149015,55437813,-4.12,-
1108,幸福,350532,344143,417664,1.85,-16.07,3425383,3554990,-3.64,-
1109,信大,379708,365337,317761,3.93,19.49,3335120,3532176,-5.57,-
1110,東泥,226502,236226,289245,-4.11,-21.69,2142289,2072159,3.38,-
1210,大成,8731543,8556083,8614876,2.05,1.35,75695865,76835366,-1.48,-
1213,大飲,34129,34176,18428,-0.13,85.2,226784,139138,62.99,"113年9月因產能不足,恢復產能後及積極推展業務,致使114年9月營收成長．"
1215,卜蜂,2389204,2333191,2273593,2.4,5.08,20852147,20631062,1.07,-
1218,泰山,885650,1021563,985528,-13.3,-10.13,7737006,8278022,-6.53,-
1219,福壽,1211300,1150184,1171870,5.31,3.36,10606045,10573152,0.31,-
1220,台榮,290497,280352,273209,3.61,6.32,2401036,2414616,-0.56,-
1225,福懋油,925938,939446,1030261,-1.43,-10.12,9103661,9557276,-4.74,-
1229,聯華,1235489,1017481,916900,21.42,34.74,9763581,9774038,-0.1,-
1231,聯華食,1068355,1168240,920820,-8.55,16.02,9486468,8740020,8.54,-
1232,大統益,1796364,1780197,1742432,0.9,3.09,15836433,16376348,-3.29,-
1233,天仁,187040,178499,183712,4.78,1.81,1605435,1650776,-2.74,-
1234,黑松,877543,887896,944042,-1.16,-7.04,7308376,7975733,-8.36,-
1235,興泰,19629,18931,13412,3.68,46.35,119659,73606,62.56,增加子公司泰宇網通1-9月營收5606萬
1236,宏亞,229974,163447,182447,40.7,26.04,1379477,1420925,-2.91,-
1737,臺鹽,265400,286105,284881,-7.23,-6.83,2491208,2455952,1.43,-
3054,立萬利,11894,21191,10983,-43.87,8.29,101642,81867,24.15,主係因本期產品結構改變致銷售金額增加。
7780,大研生醫,152939,147044,105110,4.0,45.5,1238978,818471,51.37,大研倍利他命與超級薑黃等新品、官網AI營運、四大電商銷冠、實體通路擴張，營收年增51%，彰顯新品研發力、品牌力與數據力。
1304,台聚,3613952,3376784,4138650,7.02,-12.67,34227095,38388005,-10.83,-
1305,華夏,744029,768703,921273,-3.2,-19.23,7385423,8542673,-13.54,-
1307,三芳,935230,950351,923027,-1.59,1.32,8251583,8212745,0.47,-
1308,亞聚,540674,459866,382991,17.57,41.17,4341605,4478413,-3.05,-
1309,台達化,1158361,1079037,1678546,7.35,-30.99,11473931,13919322,-17.56,-
1310,台苯,722884,716796,961410,0.84,-24.81,6962072,8692013,-19.9,-
1313,聯成,5233280,4946044,5094421,5.8,2.72,44125805,55210967,-20.07,-
1315,達新,162684,199708,175583,-18.53,-7.34,1747912,1525005,14.61,-
1321,大洋,247647,256760,344278,-3.54,-28.06,2749985,3467923,-20.7,-
1323,永裕,179208,159541,189504,12.32,-5.43,1531307,2126770,-27.99,-
1324,地球,59976,62593,59058,-4.18,1.55,552240,587245,-5.96,-
1325,恆大,21404,20429,23142,4.77,-7.51,227957,244845,-6.89,-
1409,新纖,3084765,3746713,3751001,-17.66,-17.76,29976220,34002718,-11.84,-
1410,南染,9690,13766,20499,-29.6,-52.72,141628,175216,-19.16,子公司業務訂單量因產品組合重整而下降，進而造成暫時性營收衰退
1413,宏洲,138456,144296,205423,-4.04,-32.59,1662012,1747106,-4.87,-
1414,東和,30309,33531,37721,-9.6,-19.64,358863,405266,-11.45,-
1417,嘉裕,42022,28755,32097,46.13,30.92,237556,485318,-51.05,因結束國軍服裝供售與大陸代理品牌業務，致使營收減少
1418,東華,18,17,89,5.88,-79.77,3601,7197,-49.96,配合客戶生產線出貨。
1419,新紡,443311,481661,395516,-7.96,12.08,3253891,2885545,12.76,-
1423,利華,14422,4505,5322,220.13,170.98,67241,88512,-24.03,九月份營收較上月及去年同期增加主因先前部分延遲之訂單於本月出貨。
1434,福懋,2156675,2183147,2366216,-1.21,-8.85,21439086,21882926,-2.02,-
1440,南紡,1036303,1096783,1335209,-5.51,-22.38,11143876,13190934,-15.51,-
1441,大東,113503,124523,121556,-8.84,-6.62,1138996,1182325,-3.66,-
1444,力麗,631929,519789,710908,21.57,-11.1,5336567,6112924,-12.7,-
1445,大宇,51381,64086,76198,-19.82,-32.56,579169,779637,-25.71,-
1446,宏和,11293,121319,385413,-90.69,-97.06,987854,3056042,-67.67,本月營建無認列收入
1447,力鵬,2580373,3097385,1892762,-16.69,36.32,21160683,25533079,-17.12,-
1449,佳和,135961,158240,215637,-14.07,-36.94,1805502,2225756,-18.88,-
1451,年興,520652,478115,446175,8.89,16.69,4687148,4949656,-5.3,本年累計營收較去年累計營收減少5.30%，主係後龍關廠影響。
1452,宏益,121620,105811,154158,14.94,-21.1,1047293,1242672,-15.72,-
1454,台富,117012,118323,138676,-1.1,-15.62,1179294,1232701,-4.33,-
1455,集盛,435352,468295,715945,-7.03,-39.19,4987231,7318106,-31.85,-
1457,宜進,217759,214233,300639,1.64,-27.56,2341581,2557611,-8.44,-
1459,聯發,102095,90191,102407,13.19,-0.3,897502,965295,-7.02,-
1460,宏遠,652793,633533,742908,3.04,-12.13,5467848,5804557,-5.8,-
1463,強盛新,19169,15115,19206,26.82,-0.19,758605,218670,246.91,子公司保強建設房屋售出入帳
1464,得力,1134942,984416,1166847,15.29,-2.73,9337949,8515122,9.66,-
1465,偉全,30444,15136,40150,101.13,-24.17,278424,373143,-25.38,-
1466,聚隆,206793,199383,270765,3.71,-23.62,1944150,2095019,-7.2,-
1468,昶和,71248,47650,80796,49.52,-11.81,646259,840247,-23.08,-
1470,大統新創,58473,61110,67423,-4.31,-13.27,592388,573456,3.3,-
1473,台南,312482,533721,471729,-41.45,-33.75,5435703,5774559,-5.86,-
1474,弘裕,248010,234702,255691,5.67,-3.0,2168930,2294519,-5.47,-
1475,業旺,132193,104301,172791,26.74,-23.49,1106650,1467404,-24.58,-
1476,儒鴻,3240190,3348874,3189368,-3.24,1.59,28725625,27257625,5.38,-
1477,聚陽,2362510,3745640,3291362,-36.92,-28.22,26501961,26767084,-0.99,-
4414,如興,1099103,1308056,1271156,-15.97,-13.53,10322067,10821460,-4.61,-
4426,利勤,67562,80289,67684,-15.85,-0.18,651557,735217,-11.37,-
4438,廣越,2494350,2817154,2017626,-11.45,23.62,14823831,13084473,13.29,-
4440,宜新實業,106788,84671,104341,26.12,2.34,751060,837098,-10.27,-
4441,振大環球,818863,665511,679564,23.04,20.49,5683627,4409402,28.89,-
1504,東元,5202947,4629290,4368723,12.39,19.09,43758727,41732591,4.85,-
1506,正道,98412,78595,91268,25.21,7.82,820000,766016,7.04,-
1513,中興電,2172084,2297365,2105114,-5.45,3.18,20342936,18658856,9.02,-
1514,亞力,888560,1052778,696218,-15.59,27.62,7414042,6220955,19.17,-
1515,力山,497251,498318,388591,-0.21,27.96,3618159,5103519,-29.1,-
1519,華城,1892504,1703482,1765912,11.09,7.16,16326448,13040220,25.2,-
1526,日馳,71723,59438,61627,20.66,16.38,611382,543898,12.4,-
1527,鑽全,212564,237112,234529,-10.35,-9.36,2302441,2392415,-3.76,-
1528,恩德,290203,224361,342583,29.34,-15.28,2104035,2709334,-22.34,-
1529,樂事綠能,52688,45695,77066,15.3,-31.63,680638,505720,34.58,-
1530,亞崴,80511,153168,152402,-47.43,-47.17,1456551,1391238,4.69,-
1531,高林股,107652,116313,148094,-7.44,-27.3,1161599,1241045,-6.4,-
