公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年12月 0 仟元暨110年12月 0 仟元；111年1-12月 0 仟元暨110年1-12月8,113,370仟元",30.07,9674576,16.29,10821264,12584154,5.53,107044614,112968787
1102,亞泥,-,0.41,8306062,-11.3,9403723,8340507,0.01,90332604,90344463
1103,嘉泥,-,3.1,221763,33.3,171518,228644,1.62,2217656,2253659
1104,環泥,-,14.75,631827,27.28,569625,725055,16.06,6079074,7055812
1108,幸福,-,9.0,383773,31.03,319245,418326,10.09,3769022,4149480
1109,信大,-,-22.91,669587,-33.63,777783,516142,-13.41,7378229,6388379
1110,東泥,-,-15.42,198316,-9.27,184874,167733,-2.5,1840595,1794572
1201,味全,-,-8.91,1596213,-9.95,1614562,1453858,0.84,19816447,19983592
1203,味王,-,13.28,538061,20.03,507831,609563,9.65,5817509,6379015
1210,大成,-,1.72,10074064,11.08,9224406,10247364,11.35,101597703,113129261
1213,大飲,-,12.9,30289,8.41,31545,34198,-8.28,428881,393357
1215,卜蜂,-,5.89,2595219,12.71,2438193,2748111,16.57,24841345,28959220
1216,統一,-,9.61,40656907,19.5,37291418,44564715,10.8,473494402,524649110
1217,愛之味,-,10.21,304862,6.69,314921,335992,1.89,4711620,4801074
1218,泰山,-,-5.85,927603,6.94,816534,873258,11.37,9993637,11130300
1219,福壽,-,3.42,1445798,8.08,1383471,1495331,15.21,14780000,17028707
1220,台榮,-,-14.47,350129,-5.48,316808,299446,9.91,3219393,3538527
1225,福懋油,-,12.03,1291214,15.56,1251774,1446610,16.56,13103957,15274361
1227,佳格,-,28.22,2778357,0.0,3562124,3562467,-15.69,34307044,28922800
1229,聯華,-,30.65,941152,5.37,1166930,1229700,8.85,11324111,12326485
1231,聯華食,-,46.53,869263,19.81,1063115,1273749,13.18,9517892,10772839
1232,大統益,-,12.05,2258878,41.99,1782666,2531262,20.5,20477990,24676961
1233,天仁,-,9.08,177433,0.33,192899,193545,3.2,1790862,1848221
1234,黑松,-,-6.91,919746,-2.85,881319,856128,3.63,9222874,9558497
1235,興泰,與去年差異超過50%為本期銷貨收入較去年同期增加122.8萬,-8.01,2669,100.08,1227,2455,39.15,41090,57178
1236,宏亞,-,68.34,190090,21.43,263522,320009,20.14,1755114,2108626
1702,南僑,-,5.26,1849987,-5.51,2061098,1947391,3.11,19861770,20479737
1737,臺鹽,51%主係子公司臺鹽綠能工程收入較去年同期減少所致,-1.83,273311,-51.01,547775,268302,-11.82,4095651,3611485
1301,台塑,-,-4.04,17363777,-33.87,25199437,16662024,-8.02,273598301,251647354
1303,南亞,-,-5.01,25203688,-30.7,34543986,23938601,-13.72,411670391,355183300
1304,台聚,-,14.65,4697381,-6.94,5787813,5385876,-7.41,71766975,66442546
1305,華夏,-,31.65,1045011,2.76,1338864,1375854,-12.77,20221690,17638039
1307,三芳,-,-9.68,821824,9.45,678141,742256,28.38,8384007,10763500
1308,亞聚,-,4.3,794927,-9.54,916679,829188,2.6,9565873,9814833
1309,台達化,-,15.13,1183195,-12.67,1560037,1362281,-12.94,20771837,18083601
1310,台苯,-,32.55,726252,4.69,919556,962686,9.71,11714950,12853089
1312,國喬,-,-2.63,1295194,-28.35,1760112,1261110,-19.39,22553645,18178923
1313,聯成,-,-7.07,5846961,-28.56,7605814,5433061,-11.13,81943965,72820676
1314,中石化,本公司2022年受通膨、戰爭以及下游市場需求疲弱等因素影響，導致2022年全年累計營收和12月單月營收皆較去年同期減少。,5.9,1179469,-57.16,2916368,1249149,-28.82,35163380,25027795
1315,達新,-,-18.87,220847,-9.18,197286,179165,12.21,2378801,2669379
1321,大洋,-,9.83,425807,-11.89,530841,467673,0.23,6489589,6505035
1323,永裕,-,-1.29,292641,-18.4,354010,288851,-1.09,3795817,3754263
1324,地球,-,-8.69,89461,-19.2,101103,81685,-8.71,1076840,983017
1325,恆大,因新冠肺炎防疫物資競爭激烈，致營收較去年同期減少。,-9.29,43296,-26.7,53580,39273,-53.48,1191043,553968
1326,台化,-,8.01,26691678,-7.81,31274998,28831311,3.85,365812098,379896563
4306,炎洲,-,-6.03,1052260,-30.72,1427390,988803,-14.58,17192080,14684706
1402,遠東新,-,-3.29,21194378,-8.09,22302476,20497072,10.36,239183619,263964905
1409,新纖,-,9.62,2734599,-19.08,3704921,2997669,3.96,44210696,45962547
1410,南染,-,-8.03,35454,15.11,28325,32605,-17.03,477364,396047
1413,宏洲,-,13.79,186974,-18.92,262444,212772,5.77,2974255,3145933
1414,東和,-,7.09,45472,-31.64,71240,48699,-14.91,809714,688944
