公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,14219975,13121753,16543379,8.36,-14.04,150662273,154909312,-2.74,-
1108,幸福,373043,326349,503598,14.3,-25.92,4450781,4867094,-8.55,-
1109,信大,415638,354802,397254,17.14,4.62,4431538,4656291,-4.82,-
1110,東泥,236192,210022,260477,12.46,-9.32,2851556,2872958,-0.74,-
1210,大成,9592082,8857963,9166173,8.28,4.64,102579443,103574151,-0.96,-
1213,大飲,20948,23757,16829,-11.82,24.47,297365,191040,55.65,"113年12月因產能不足,恢復產能後及積極推展業務,致使114年12月營收成長"
1215,卜蜂,2749915,2482253,2433129,10.78,13.01,28431622,27957258,1.69,-
1218,泰山,832865,755967,728608,10.17,14.3,10117411,10681240,-5.27,-
1219,福壽,1332578,1202794,1268028,10.79,5.09,14408120,14345171,0.43,-
1220,台榮,308992,360840,320533,-14.36,-3.6,3416643,3488761,-2.06,-
1225,福懋油,1130151,992489,1187967,13.87,-4.86,12194204,12977345,-6.03,-
1231,聯華食,1303204,1019108,1396819,27.87,-6.7,12867131,12201941,5.45,-
1232,大統益,1993530,1822177,1950296,9.4,2.21,21513071,22066604,-2.5,-
1233,天仁,202853,176031,211857,15.23,-4.25,2165326,2217314,-2.34,-
1234,黑松,640539,684260,708329,-6.38,-9.57,9511151,10253071,-7.23,-
1235,興泰,11362,24760,11593,-54.11,-1.99,175916,112698,56.09,"泰宇網通累計1-12月營收較去年同期增加 74,315 仟元"
1236,宏亞,196864,120899,265285,62.83,-25.79,1813512,1977776,-8.3,-
1737,臺鹽,285940,256887,264880,11.3,7.95,3306137,3238152,2.09,-
3054,立萬利,9041,8168,9999,10.68,-9.58,125540,99156,26.6,主係因本期產品結構改變致銷售金額增加。
7780,大研生醫,182993,336900,140015,-45.68,30.69,1895089,1367578,38.57,-
1304,台聚,3416559,3258556,4172565,4.84,-18.11,44167026,51014697,-13.42,-
