公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,9514039,8786909,12584154,8.27,-24.39,108614697,112968787,-3.85,台泥12月合併營收較去年同期減少24.4%，主要是合併個體 和平電力依約進行一號機組之例行性歲修，致發電量減少所致。
1102,亞泥,6313936,6915817,8340507,-8.7,-24.29,80175007,90344463,-11.25,-
1103,嘉泥,283279,255428,228644,10.9,23.89,2911281,2253659,29.18,-
1104,環泥,742480,777614,725055,-4.51,2.4,7802362,7055812,10.58,-
1108,幸福,449490,503715,418099,-10.76,7.5,5094858,4149253,22.78,-
1109,信大,569161,532975,516142,6.78,10.27,6259863,6388379,-2.01,-
1110,東泥,211257,229619,167733,-7.99,25.94,2273518,1794572,26.68,-
1201,味全,1736336,1854759,1453858,-6.38,19.42,21476354,19983592,7.46,-
1203,味王,559442,565727,609563,-1.11,-8.22,6348426,6379015,-0.47,-
1210,大成,9270160,9371916,10247364,-1.08,-9.53,110787847,113129261,-2.06,-
1213,大飲,3523,31,34198,11264.51,-89.69,113873,393357,-71.05,營收大幅衰退，係因四月下旬至11月中旬暫時停工無產品銷售所致。
1215,卜蜂,2407927,2419018,2748111,-0.45,-12.37,29159749,28959220,0.69,-
1216,統一,49174331,48163404,44564715,2.09,10.34,580990603,524649110,10.73,-
1217,愛之味,311678,308855,335992,0.91,-7.23,4900651,4801074,2.07,-
1218,泰山,753291,978504,873258,-23.01,-13.73,11211435,11130300,0.72,-
1219,福壽,1227767,1419631,1495331,-13.51,-17.89,16328221,17028707,-4.11,-
1220,台榮,313541,338368,299446,-7.33,4.7,3295756,3538527,-6.86,-
1225,福懋油,1180913,1237270,1446610,-4.55,-18.36,14543809,15274361,-4.78,-
1227,佳格,2963904,2683145,3562467,10.46,-16.8,27804118,28922800,-3.86,-
1229,聯華,1836024,1176212,1229700,56.09,49.3,13499858,12326485,9.51,-
1231,聯華食,1161967,827389,1273749,40.43,-8.77,10853256,10772839,0.74,-
1232,大統益,2006424,1923822,2531262,4.29,-20.73,23560347,24676961,-4.52,-
1233,天仁,208774,172074,193545,21.32,7.86,2127030,1848221,15.08,-
1234,黑松,763053,892680,856128,-14.52,-10.87,10580696,9558497,10.69,-
1235,興泰,13556,19326,2455,-29.85,452.17,68915,57178,20.52,增加子公司泰宇網通營收1192萬
1236,宏亞,218212,164750,320009,32.45,-31.81,1929799,2108626,-8.48,-
1702,南僑,2106831,1963380,1946059,7.3,8.26,22678425,20478405,10.74,-
1737,臺鹽,261068,232605,270424,12.23,-3.45,3403918,3613607,-5.8,-
3054,立萬利,7659,2570,3677,198.01,108.29,38888,33988,14.41,本期因專案銷售致營收增加。
1301,台塑,15030148,16406350,16662024,-8.38,-9.79,199138777,251647354,-20.86,-
1303,南亞,20166589,20935267,23938601,-3.67,-15.75,259587730,355183300,-26.91,-
1304,台聚,4372440,4180619,5385876,4.58,-18.81,52286270,66442546,-21.3,-
1305,華夏,1019053,1174445,1375854,-13.23,-25.93,13726205,17638039,-22.17,-
1307,三芳,753575,824541,742256,-8.6,1.52,10086736,10763500,-6.28,-
1308,亞聚,627327,510512,829188,22.88,-24.34,6716338,9814833,-31.56,-
1309,台達化,1376542,1233538,1362281,11.59,1.04,15207907,18083601,-15.9,-
1310,台苯,836447,865612,962686,-3.36,-13.11,9538734,12853089,-25.78,-
1312,國喬,1228786,1220736,1261110,0.65,-2.56,15732892,18178923,-13.45,-
1313,聯成,6670416,6642500,5433061,0.42,22.77,73196714,72820676,0.51,-
1314,中石化,2821743,2315446,1249149,21.86,125.89,26414254,25027795,5.53,112年12月CPL工廠歲修延後，致產銷量增加，另大陸子公司稼動率持續提升，故營收增幅較高。
1315,達新,153687,173834,179165,-11.58,-14.22,2157460,2669379,-19.17,-
1321,大洋,343982,639086,467673,-46.17,-26.44,4912671,6505035,-24.47,-
1323,永裕,252244,269150,288851,-6.28,-12.67,3311573,3754263,-11.79,-
1324,地球,66516,66332,81685,0.27,-18.57,921410,983017,-6.26,-
1325,恆大,38592,26984,39273,43.01,-1.73,405763,553968,-26.75,-
1326,台化,28694019,28737570,28831311,-0.15,-0.47,332619533,379896563,-12.44,-
4306,炎洲,1247556,1466160,988803,-14.9,26.16,13242914,14684706,-9.81,-
1402,遠東新,22894628,21599162,20497072,5.99,11.69,257195635,263964905,-2.56,-
1409,新纖,3337231,3165203,2997669,5.43,11.32,39513768,45962547,-14.03,-
1410,南染,20330,18441,32605,10.24,-37.64,223324,396047,-43.61,-
1413,宏洲,135213,187125,212772,-27.74,-36.45,1995376,3145933,-36.57,-
1414,東和,47917,50856,48699,-5.77,-1.6,566659,688944,-17.74,-
1417,嘉裕,189724,122909,136189,54.36,39.3,1542058,1510932,2.06,-
1418,東華,2593,739,6450,250.87,-59.79,20587,20754,-0.8,配合客戶生產線出貨。
1419,新紡,296946,429749,271690,-30.9,9.29,3382945,3349289,1.0,-
1423,利華,7704,15233,13507,-49.42,-42.96,124185,175942,-29.41,-
1434,福懋,2224206,2030563,2632228,9.53,-15.5,28501509,34722655,-17.91,-
