公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:110年10月 0 仟元暨109年10月827,152仟元；110年1-10月8,113,370仟元暨109年1-10月6,641,898仟元",-0.34,9597804,1.03,9466748,9565047,0.66,85900494,86470663
1102,亞泥,-,20.72,7831470,27.19,7433331,9454594,14.94,61997504,71265318
1103,嘉泥,-,-4.05,201306,16.6,165638,193141,12.21,1647163,1848365
1104,環泥,-,5.81,528251,12.71,495885,558944,12.2,4382436,4917168
1108,幸福,-,2.5,269964,-27.49,381651,276724,-14.92,3739997,3181740
1109,信大,-,75.28,376885,-16.35,789783,660615,-3.07,6003212,5818724
1110,東泥,-,8.1,140017,5.41,143594,151364,16.74,1280618,1495023
1201,味全,-,-6.16,1821712,3.34,1654044,1709407,6.21,15596088,16565280
1203,味王,-,-12.58,504898,1.4,435262,441364,-2.1,5026648,4921075
1210,大成,-,-13.76,9493296,8.02,7578191,8186264,28.72,64882736,83517527
1213,大飲,-,-18.62,34387,6.06,26380,27981,2.65,352924,362288
1215,卜蜂,-,1.85,2048288,9.03,1913473,2086329,10.21,18280181,20148014
1216,統一,-,-4.83,41123727,7.32,36463221,39134900,5.18,377275653,396850722
1217,愛之味,-,-34.04,463500,14.87,266129,305710,0.94,4051478,4089864
1218,泰山,-,-6.57,888282,22.72,676243,829908,16.57,7105867,8284002
1219,福壽,-,1.44,1192316,10.03,1099296,1209578,19.23,10058390,11992819
1220,台榮,-,4.94,267658,16.26,241613,280906,11.85,2297494,2569871
1225,福懋油,-,3.42,1045897,32.39,817026,1081685,26.76,8306554,10529479
1227,佳格,-,-17.54,3294742,-3.39,2812353,2716771,0.08,27036883,27060080
1229,聯華,-,16.97,832723,20.7,807007,974105,14.12,7906778,9023870
1231,聯華食,-,6.54,706336,6.26,708224,752598,7.12,7193868,7706770
1232,大統益,-,20.42,1650643,31.11,1516071,1987843,18.48,14001832,16590128
1233,天仁,-,-14.18,163902,-4.46,147219,140650,-8.28,1566522,1436721
1234,黑松,-,-3.26,790834,1.49,753787,765041,-0.85,7622804,7557263
1235,興泰,與去年差異超過50%為昇鋒去年同期有370萬股利收入及認列出售股票收入94萬,-92.86,24875,-72.05,6355,1776,-37.35,61710,38660
1236,宏亞,-,-31.35,174351,5.95,112963,119686,6.41,1262771,1343802
1702,南僑,-,-6.65,1757618,8.01,1518892,1640589,13.69,14196485,16140371
1737,臺鹽,主係子公司臺鹽綠能隨工程完成程度所認列之工程收入增加，導致營收較去年同期增加。,-11.15,444550,69.71,232717,394956,29.96,2535349,3295171
1301,台塑,去年受疫情影響，石化產品價格大跌，今年疫情趨緩且供給減少，推升行情，因此累計合併營收比去年增加51.38%。,15.16,21433730,47.69,16712494,24683931,51.37,147890638,223875176
