公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,12619495,12681318,13860276,-0.48,-8.95,60273039,51172432,17.78,-
1102,亞泥,6370169,6276269,6459670,1.49,-1.38,29241145,28646108,2.07,-
1104,環泥,643106,698668,743116,-7.95,-13.45,3270428,3338375,-2.03,-
1108,幸福,388571,410688,435713,-5.38,-10.81,2011969,2055420,-2.11,-
1109,信大,407283,434011,516800,-6.15,-21.19,1831205,2055791,-10.92,-
1110,東泥,261492,264572,204577,-1.16,27.82,1266588,988568,28.12,-
1201,味全,1923030,1856995,2067265,3.55,-6.97,8995394,9290525,-3.17,-
1203,味王,481004,498590,512093,-3.52,-6.07,2512007,2563178,-1.99,-
1210,大成,8229515,8722030,8612403,-5.64,-4.44,42493838,42506279,-0.02,-
1213,大飲,19978,25157,16426,-20.58,21.62,111276,62252,78.75,"113年5月因產能不足,恢復產能後及積極推展業務,致使114年5月營收成長"
1215,卜蜂,2448264,2386361,2366427,2.59,3.45,11531707,11477311,0.47,-
1216,統一,57625519,56208747,54792810,2.52,5.16,283100268,265889799,6.47,-
1217,愛之味,440729,376794,444968,16.96,-0.95,2003192,1957327,2.34,-
1218,泰山,832885,793857,827689,4.91,0.62,4126068,4469148,-7.67,-
1219,福壽,1197196,1207240,1214397,-0.83,-1.41,6039917,5999939,0.66,-
1220,台榮,274366,266521,292960,2.94,-6.34,1299136,1311899,-0.97,-
1225,福懋油,1008123,1018583,1016515,-1.02,-0.82,5247458,5436735,-3.48,-
1227,佳格,2164443,2029826,2314332,6.63,-6.47,11074580,11193849,-1.06,-
1231,聯華食,1018378,998002,923424,2.04,10.28,5142275,4688223,9.68,-
1232,大統益,1666647,1833047,1848037,-9.07,-9.81,8896864,9267840,-4.0,-
1233,天仁,196357,168871,182752,16.27,7.44,916366,935257,-2.01,-
1234,黑松,898472,799538,810162,12.37,10.9,3927781,4117494,-4.6,-
1235,興泰,12837,14427,3771,-11.02,240.41,55684,30224,84.23,子公司泰宇網通營收較去年同期增加1006萬
1236,宏亞,112127,125303,130569,-10.51,-14.12,753403,815992,-7.67,-
1702,南僑,1912617,2031399,1940548,-5.84,-1.43,9802582,9529437,2.86,-
1737,臺鹽,316192,256043,292281,23.49,8.18,1391424,1342689,3.62,-
3054,立萬利,6566,3850,13031,70.54,-49.61,28688,52191,-45.03,-
1301,台塑,14852023,16172957,17396479,-8.16,-14.62,78227184,82165649,-4.79,-
1303,南亞,21949304,23176793,22713683,-5.29,-3.36,110677728,103223622,7.22,-
1304,台聚,3774657,3891027,4542986,-2.99,-16.91,19812980,20946497,-5.41,-
1305,華夏,806203,831785,1015541,-3.07,-20.61,4100099,4833421,-15.17,-
1307,三芳,802937,904039,857628,-11.18,-6.37,4637990,4359727,6.38,-
1308,亞聚,472396,440496,446056,7.24,5.9,2447288,2532800,-3.37,-
1309,台達化,1227097,1375904,1683225,-10.81,-27.09,6835842,7093624,-3.63,-
1310,台苯,841983,846621,1191533,-0.54,-29.33,3982316,4442096,-10.35,-
1312,國喬,1505648,2633140,1744102,-42.81,-13.67,9836234,6685379,47.13,-
1313,聯成,5129412,5570919,6951456,-7.92,-26.21,24798757,32071050,-22.67,-
1314,中石化,1696761,1739506,3133666,-2.45,-45.85,9953922,14118455,-29.49,-
1321,大洋,319215,317330,498956,0.59,-36.02,1633740,1999421,-18.28,-
1323,永裕,173860,177544,268716,-2.07,-35.29,878457,1274949,-31.09,本月營收較去年同期減少主要係去年7月份精奕公司董事會暨營運團隊重組下，其已非本公司合併財務報告之子公司。
1324,地球,53387,67590,81349,-21.01,-34.37,305741,341983,-10.59,-
1325,恆大,29167,28246,26823,3.26,8.73,139649,147247,-5.16,-
1326,台化,23721263,25033602,33036547,-5.24,-28.19,127664254,149125489,-14.39,-
4306,炎洲,998724,1035112,1947182,-3.51,-48.7,5033207,6225250,-19.14,-
1402,遠東新,19614093,20017785,22848498,-2.01,-14.15,103435427,110215556,-6.15,-
1409,新纖,3236780,3262094,3988049,-0.77,-18.83,17041036,18644985,-8.6,-
1410,南染,15010,20489,18699,-26.74,-19.72,86264,90174,-4.33,-
1413,宏洲,213967,225307,162317,-5.03,31.82,1039236,967616,7.4,-
1414,東和,41378,47474,51018,-12.84,-18.89,222153,241999,-8.2,-
1417,嘉裕,23747,21620,55508,9.83,-57.21,100509,344513,-70.82,因結束國軍服裝供售跟大陸代理品牌業務，致使營收減少
1418,東華,343,348,1343,-1.43,-74.46,3531,5794,-39.05,配合客戶生產線出貨。
1419,新紡,375079,287707,355089,30.36,5.62,1726547,1517158,13.8,-
1423,利華,5188,6308,7435,-17.75,-30.22,39885,53617,-25.61,-
1434,福懋,2364954,2724072,2601361,-13.18,-9.08,12776799,12390998,3.11,-
1440,南紡,1291362,1226509,1620147,5.28,-20.29,6710240,7224926,-7.12,-
1441,大東,95348,129268,138447,-26.24,-31.13,627742,489605,28.21,-
1444,力麗,592355,570729,682992,3.78,-13.27,3095255,3479120,-11.03,-
1445,大宇,64409,67973,115767,-5.24,-44.36,332805,435567,-23.59,-
1446,宏和,78961,384531,210934,-79.46,-62.56,757404,1157209,-34.54,本期營建銷售戶數減少
1447,力鵬,2967993,2550232,3679353,16.38,-19.33,12455777,15852502,-21.42,-
1449,佳和,142824,215009,232810,-33.57,-38.65,1006944,1360513,-25.98,-
1451,年興,648324,535184,656475,21.14,-1.24,2534253,2815556,-9.99,本年累計營收較去年累計營收減少9.99%，主係後龍關廠影響。
1452,宏益,105355,131672,163407,-19.98,-35.52,587122,633533,-7.32,-
1454,台富,117036,157093,145077,-25.49,-19.32,678728,683747,-0.73,-
1455,集盛,571203,614132,973678,-6.99,-41.33,3045152,4034519,-24.52,-
1457,宜進,273077,295832,263036,-7.69,3.81,1425171,1401624,1.67,-
1459,聯發,85172,97944,108300,-13.04,-21.35,538329,592201,-9.09,-
1460,宏遠,502049,588791,619948,-14.73,-19.01,3262946,3097281,5.34,-
1463,強盛新,15686,15540,32410,0.93,-51.6,685467,132758,416.32,子公司保強建設房屋售出入帳
1464,得力,947624,1060772,967369,-10.66,-2.04,5470713,4494434,21.72,-
1465,偉全,22806,41306,41597,-44.78,-45.17,147951,196210,-24.59,-
1466,聚隆,183650,227181,260955,-19.16,-29.62,1097512,1060339,3.5,-
1467,南緯,419780,324581,312995,29.32,34.11,1987564,1878956,5.78,-
1468,昶和,71055,78672,111584,-9.68,-36.32,396185,490049,-19.15,-
1470,大統新創,67788,64041,74660,5.85,-9.2,345771,320946,7.73,-
1473,台南,437767,438282,580785,-0.11,-24.62,3372187,3280598,2.79,-
1474,弘裕,220982,268202,255047,-17.6,-13.35,1232594,1260651,-2.22,-
1475,業旺,118462,131032,173903,-9.59,-31.88,640426,763058,-16.07,-
1476,儒鴻,3038307,3390928,3325039,-10.39,-8.62,15803841,13826996,14.29,-
1477,聚陽,2488629,2364173,2712528,5.26,-8.25,14776725,13554834,9.01,-
4426,利勤,71653,69339,82117,3.33,-12.74,372100,426646,-12.78,-
4438,廣越,1816223,1089199,1342646,66.74,35.27,5662370,4680222,20.98,-
4440,宜新實業,81940,79066,103280,3.63,-20.66,388124,431419,-10.03,-
1503,士電,2814376,2568833,2444165,9.55,15.14,15677907,15315889,2.36,-
1504,東元,5142957,4955077,4872215,3.79,5.55,23799149,23380806,1.78,-
1506,正道,97056,100281,85517,-3.21,13.49,448951,422984,6.13,-
1513,中興電,2308539,2179872,2058815,5.9,12.12,10936069,10110093,8.16,-
1514,亞力,1156147,612494,720719,88.76,60.41,3789569,3386560,11.9,主要係5月份銷貨予台電較去年同期大幅增加約4.7億所致
1515,力山,390555,403045,491285,-3.09,-20.5,1808093,3161928,-42.81,-
1517,利奇,143862,204834,182566,-29.76,-21.2,898957,708528,26.87,-
