公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:110年3月1,367,351仟元暨109年3月800,488仟元；110年1~3月2,242,525仟元暨109年1~3月2,175,388仟元",115.56,4536849,12.76,8672879,9779716,11.29,19800812,22037652
1102,亞泥,-,103.07,3450204,37.99,5077457,7006606,36.18,13138881,17893141
1103,嘉泥,-,40.56,145091,13.62,179493,203954,9.93,495334,544527
1104,環泥,-,62.42,354013,19.86,479717,575019,14.89,1253758,1440498
1108,幸福,-,25.24,279071,-16.38,418037,349527,-5.31,1104720,1045953
1109,信大,"去年同期受新冠疫情影響,本月已恢復正常穩健出貨.",363.79,190339,80.68,488590,882786,55.55,1165081,1812351
1110,東泥,-,41.95,103108,-0.03,146412,146368,-0.15,387944,387342
1201,味全,-,7.54,1401435,5.87,1423557,1507135,9.94,3974342,4369688
1203,味王,-,12.98,442622,-11.33,564047,500102,-6.0,1583090,1487992
1210,大成,-,38.75,5817609,29.48,6233854,8072006,22.54,18256726,22372328
1213,大飲,-,-23.59,39520,24.42,24268,30196,27.72,80066,102266
1215,卜蜂,-,22.91,1651502,6.21,1911231,2030023,9.11,5241193,5718985
1216,統一,-,21.07,31769464,6.99,35948254,38463882,6.61,108264865,115428161
1217,愛之味,-,15.57,317669,-17.36,444287,367154,-4.91,1152481,1095839
1218,泰山,-,27.08,629161,20.86,661552,799575,19.44,1904167,2274492
1219,福壽,-,10.8,1134676,18.51,1060891,1257299,24.36,2989739,3718059
1220,台榮,-,52.57,176717,21.31,222238,269619,17.75,601910,708760
1225,福懋油,-,25.92,893451,26.98,886030,1125109,22.77,2521292,3095539
1227,佳格,-,11.41,1740003,-13.72,2246948,1938626,23.88,6671433,8264616
1229,聯華,-,44.07,599791,9.92,786115,864164,8.7,2047029,2225293
1231,聯華食,-,-1.84,718678,0.77,700011,705431,13.13,2098046,2373553
1232,大統益,-,31.07,1377370,32.3,1364616,1805442,18.87,4073682,4842731
1233,天仁,-,-9.44,163783,25.69,117999,148313,-1.38,489451,482671
1234,黑松,-,13.58,646038,23.65,593417,733787,13.62,1949283,2214899
1235,興泰,-,3.06,979,-35.4,1562,1009,-8.95,4197,3821
1236,宏亞,-,20.34,95806,-19.3,142868,115293,23.59,437389,540612
