公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:110年5月1,452,352仟元暨109年5月412,651仟元;110年1-5月4,988,729仟元暨109年1-5月2,965,866仟元",1.66,9672128,-0.4,9872865,9832764,5.13,39512532,41542544
1102,亞泥,-,-1.81,7830830,7.04,7182969,7688883,23.41,27073435,33412854
1103,嘉泥,-,6.03,185227,14.58,171405,196403,12.18,825551,926157
1104,環泥,-,1.95,523569,32.42,403105,533814,16.82,2138069,2497881
1108,幸福,-,3.32,345563,-0.03,357162,357039,-6.29,1866080,1748555
1109,信大,-,-18.1,766026,-11.25,706916,627354,21.21,2644694,3205731
1110,東泥,-,-1.5,143902,33.25,106356,141730,5.13,640122,672974
1201,味全,-,5.92,1567125,6.54,1557936,1659960,8.43,7005685,7596773
1203,味王,-,3.67,470972,4.44,467509,488269,-3.34,2531966,2447233
1210,大成,-,-8.69,9053195,36.41,6059697,8266299,30.15,30496584,39691821
1213,大飲,-,11.96,31631,22.46,28920,35416,28.85,131402,169313
1215,卜蜂,-,4.44,1997700,15.71,1803246,2086575,10.19,8896399,9803260
1216,統一,-,3.65,38356552,7.72,36909155,39759158,7.45,180120300,193543871
1217,愛之味,本公司為食品業，5月因COVID-19疫情嚴峻，消費者囤貨抗疫心理因素，使醬菜調理等罐頭，業績迅速成長。,60.8,273615,51.06,291246,439985,4.29,1734913,1809439
1218,泰山,-,2.44,810520,26.61,655813,830360,22.71,3190493,3915372
1219,福壽,-,-5.13,1240389,27.57,922349,1176668,24.44,4929985,6135115
1220,台榮,-,-2.8,262030,25.17,203469,254687,20.06,1020681,1225477
1225,福懋油,-,9.17,1020599,37.57,809957,1114265,24.91,4187259,5230403
1227,佳格,-,1.54,2337076,-8.12,2583115,2373213,6.07,12232011,12974905
1229,聯華,-,16.67,724446,23.24,685815,845247,9.0,3481453,3794986
1231,聯華食,-,3.94,695795,7.13,675104,723277,10.91,3419401,3792625
1232,大統益,-,-14.32,1916817,29.55,1267534,1642167,27.29,6600254,8401715
1233,天仁,-,-4.48,141150,-9.82,149497,134815,-0.42,761846,758636
1234,黑松,-,6.44,687081,-0.26,733260,731347,10.0,3302921,3633327
1235,興泰,-,-4.13,1112,-44.33,1915,1066,-25.19,8020,5999
1236,宏亞,-,-2.1,100156,47.21,66599,98044,21.84,606340,738812
1702,南僑,-,-1.95,1680650,14.42,1440122,1647810,23.8,6452522,7988751
1737,臺鹽,-,17.1,309644,45.57,249085,362608,18.12,1237913,1462337
1301,台塑,去年5月受疫情影響，需求與產品價格下跌，今年全球疫情趨緩，需求及產品價格回升，因此今年5月合併營收較去年同期增加80.95%。,-0.07,24367037,80.95,13455462,24347789,55.66,70226720,109316763
1303,南亞,去年5月新冠肺炎疫情擴散，由亞洲進而蔓延至歐美，重創全球經濟活動，而今年5月公司營運良好，故相較之下差異較大。,-1.2,34904534,77.58,19418507,34484715,50.96,105387094,159099939
1304,台聚,因市場環境影響銷售量價皆優於去年同期，故營收增加。,-6.01,6028023,66.58,3401050,5665595,52.71,18262779,27889794
1305,華夏,109年第二季全球爆發第一波新冠肺炎疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或天災而減產，後疫情需求恢復。,-6.45,1493823,125.14,620635,1397334,59.63,4929756,7869841
1307,三芳,-,-13.28,697674,44.48,418689,604961,6.95,3638763,3891725
1308,亞聚,產品平均售價較去年同期提高所致,-7.54,800995,56.44,473355,740520,52.85,2220600,3394207
1309,台達化,持續強化銷售量，銷售量較去年同期增加，且售價優於去年，故營業收入較去年同期增加。,-2.64,1876788,60.62,1137515,1827110,57.0,5247845,8239579
1310,台苯,5月份營收較去年同期增加101.24%，SM合約售價格較去年同期上升約107%，銷量也較去年同期呈增長。,7.94,1126664,101.24,604350,1216202,54.84,2893597,4480573
1312,國喬,係因主要產品之數量及價格均較去年成長,4.09,1949387,73.56,1169189,2029279,56.73,5878537,9213798
1313,聯成,產品價格較去年同期增加。,-15.63,7594888,55.88,4110055,6407063,82.96,16954840,31020638
1314,中石化,去年同期及累計營收因受疫情影響而較正常低；近期原物料價格上漲及需求回穩，銷量及售價皆上漲，故今年單月及累計營收較去年增加,8.82,2814860,104.26,1499660,3063236,63.01,8167575,13314621
1315,達新,-,-1.84,166442,2.59,159245,163373,6.53,815851,869134
