公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,8953462,8816109,10102468,1.55,-11.37,62827438,58247200,7.86,-
1102,亞泥,6790125,6671130,7864622,1.78,-13.66,47077345,52033498,-9.52,-
1103,嘉泥,266631,277233,178825,-3.82,49.1,1643335,1206188,36.24,-
1104,環泥,637246,604263,580420,5.45,9.79,4391965,3861277,13.74,-
1108,幸福,441143,442961,326691,-0.41,35.03,2855916,2209491,29.25,-
1109,信大,562522,516592,557403,8.89,0.91,3593135,3562279,0.86,-
1110,東泥,168514,181890,134470,-7.35,25.31,1311951,896611,46.32,-
1201,味全,1987063,1799883,1907939,10.39,4.14,12020982,11371086,5.71,-
1203,味王,498272,474979,514516,4.9,-3.15,3607982,3627051,-0.52,-
1210,大成,8904562,8906040,9161168,-0.01,-2.8,63631564,62496115,1.81,-
1213,大飲,-297,-2921,29503,89.83,-101.0,116848,223225,-47.65,營收大幅衰退，係因四月下旬暫時停工迄今，暫無產品銷售所致。停工後主要銷貨退回單在七月入帳。
1215,卜蜂,2360314,2421623,2400161,-2.53,-1.66,17004401,16438779,3.44,-
1216,統一,54142903,46976325,47295432,15.25,14.47,322943447,302029660,6.92,-
1217,愛之味,482203,419946,512688,14.82,-5.94,2813009,2743960,2.51,-
1218,泰山,1069944,948940,1023417,12.75,4.54,6358367,6365655,-0.11,-
1219,福壽,1403695,1330443,1321525,5.5,6.21,9723108,9813216,-0.91,-
1220,台榮,272888,287673,294528,-5.13,-7.34,1762370,1946562,-9.46,-
1225,福懋油,1215578,1140779,1301087,6.55,-6.57,8495520,8615383,-1.39,-
1227,佳格,2151320,2118460,2146094,1.55,0.24,14355288,14868763,-3.45,-
1229,聯華,1022672,1799327,906199,-43.16,12.85,7533705,7506769,0.35,-
1231,聯華食,956916,819281,987622,16.79,-3.1,6151136,5960816,3.19,-
1232,大統益,1761631,1874166,1798053,-6.0,-2.02,13631032,13431178,1.48,-
1233,天仁,169784,168374,148964,0.83,13.97,1202313,1018270,18.07,-
1234,黑松,983847,827576,952900,18.88,3.24,5825901,4999988,16.51,-
1235,興泰,4037,4266,3274,-5.36,23.3,19489,12604,54.62,與去年累計差異超過50%為本年個月銷貨收入較去年同期增加
1236,宏亞,146859,125337,170333,17.17,-13.78,1027045,1098574,-6.51,-
1702,南僑,1774321,1894892,1604189,-6.36,10.6,12763643,11511750,10.87,-
1737,臺鹽,269146,283034,305192,-4.9,-11.81,1993634,2101892,-5.15,-
3054,立萬利,1799,2925,3012,-38.49,-40.27,19503,18938,2.98,-
1301,台塑,16645025,15893871,19936058,4.72,-16.5,117305170,164864195,-28.84,-
1303,南亞,21514529,19790189,27970940,8.71,-23.08,151026500,224795098,-32.81,-
1304,台聚,3963359,3989480,5657528,-0.65,-29.94,29897534,40685220,-26.51,-
1305,華夏,1020444,1014593,1560080,0.57,-34.59,8140589,11707503,-30.46,-
1307,三芳,893367,728830,923832,22.57,-3.29,5794815,6242762,-7.17,-
1308,亞聚,559778,543794,969456,2.93,-42.25,3787697,5458774,-30.61,-
1309,台達化,1094051,1073664,1586565,1.89,-31.04,8257503,11211354,-26.34,-
1310,台苯,689103,641308,1314555,7.45,-47.57,5324507,8672306,-38.6,無
1312,國喬,1226678,1109039,1382426,10.6,-11.26,9334543,11422283,-18.27,-
1313,聯成,6142965,5679751,5993125,8.15,2.5,39595897,45897801,-13.73,-
1314,中石化,2412106,2173525,2318156,10.97,4.05,14520590,17839529,-18.6,-
1315,達新,229932,203850,212786,12.79,8.05,1395350,1518260,-8.09,-
1321,大洋,361464,351024,474542,2.97,-23.82,2859002,4196680,-31.87,-
1323,永裕,261881,294862,321947,-11.18,-18.65,1912266,2210568,-13.49,-
1324,地球,83873,82521,73983,1.63,13.36,545067,590691,-7.72,-
1325,恆大,32802,35180,50686,-6.75,-35.28,245658,351191,-30.05,-
1326,台化,26750801,25153038,31249506,6.35,-14.39,184948465,234439729,-21.11,-
4306,炎洲,970359,982071,1253875,-1.19,-22.61,7024474,9258525,-24.12,-
1402,遠東新,20714646,21716631,22144589,-4.61,-6.45,145575298,154818279,-5.97,-
1409,新纖,3338855,3466844,4072380,-3.69,-18.01,22162900,28642874,-22.62,-
1410,南染,17677,17597,30028,0.45,-41.13,128872,232372,-44.54,-
1413,宏洲,132361,140767,219957,-5.97,-39.82,1048593,1996749,-47.48,-
1414,東和,44586,44107,60543,1.08,-26.35,321238,447052,-28.14,-
1417,嘉裕,108193,92878,120361,16.48,-10.1,911266,832193,9.5,-
1418,東華,1580,1190,427,32.77,270.02,14791,10068,46.91,配合客戶生產線出貨。
1419,新紡,216163,226608,270399,-4.6,-20.05,1728065,1733419,-0.3,-
1423,利華,10996,9011,10059,22.02,9.31,73550,112186,-34.43,-
1434,福懋,2256531,2304846,2957701,-2.09,-23.7,17138167,21153154,-18.98,-
1440,南紡,1467285,1657001,1727479,-11.44,-15.06,11949870,13117732,-8.9,-
1441,大東,119829,86636,141393,38.31,-15.25,694180,990662,-29.92,-
1444,力麗,654087,685470,1124306,-4.57,-41.82,5125387,7743690,-33.81,-
1445,大宇,104813,113575,129689,-7.71,-19.18,860607,840818,2.35,-
1446,宏和,9141,9012,20368,1.43,-55.12,81595,87562,-6.81,因客戶訂單調配問題產生差異
1447,力鵬,3222017,3698736,3157856,-12.88,2.03,19276294,17267630,11.63,-
1449,佳和,227642,228749,182939,-0.48,24.43,1465043,1498327,-2.22,-
1451,年興,632126,560978,861416,12.68,-26.61,3886875,5304198,-26.72,-
1452,宏益,97837,94651,135987,3.36,-28.05,636968,1161439,-45.15,-
1454,台富,126650,121252,155473,4.45,-18.53,885777,1106943,-19.97,-
1455,集盛,578974,530329,742046,9.17,-21.97,4117270,6117462,-32.69,-
1457,宜進,217794,228303,309944,-4.6,-29.73,1672198,2697403,-38.0,-
1459,聯發,80422,78029,162430,3.06,-50.48,571708,1359291,-57.94,市場需求減少，致營業額下降。
1460,宏遠,637276,582440,835539,9.41,-23.72,4170700,5777472,-27.81,-
1463,強盛,25823,24894,43449,3.73,-40.56,183887,295011,-37.66,-
1464,得力,585168,657752,981694,-11.03,-40.39,5291638,7160265,-26.09,-
1465,偉全,51399,56028,40660,-8.26,26.41,350921,289272,21.31,-
1466,聚隆,208471,205306,228599,1.54,-8.8,1318527,1765960,-25.33,-
1467,南緯,417569,406703,522042,2.67,-20.01,2536613,3786584,-33.01,-
1468,昶和,58616,71650,152071,-18.19,-61.45,620127,778227,-20.31,整體訂單下滑
1470,大統新創,51323,47978,70402,6.97,-27.1,432794,579632,-25.33,-
1473,台南,621373,677989,787362,-8.35,-21.08,3862726,4793710,-19.42,-
1474,弘裕,231620,198878,264396,16.46,-12.39,1428719,1973443,-27.6,-
1475,業旺,82345,104764,104255,-21.39,-21.01,736131,669363,9.97,-
1476,儒鴻,2886521,2683867,3899629,7.55,-25.97,17204993,25292822,-31.97,-
1477,聚陽,2966123,2799688,3718403,5.94,-20.23,18024491,19030951,-5.28,-
4414,如興,1496561,1215501,1778776,23.12,-15.86,8199237,10348839,-20.77,-
4426,利勤,97458,87894,140625,10.88,-30.69,740732,727749,1.78,-
4438,廣越,2091788,1894945,2473638,10.38,-15.43,9502144,10303659,-7.77,-
4440,宜新實業,94050,74031,126887,27.04,-25.87,574417,920158,-37.57,-
1503,士電,2470239,2453321,2353474,0.68,4.96,19119624,17699772,8.02,-
1504,東元,4887315,5420093,5228346,-9.82,-6.52,34730904,33714617,3.01,-
1506,正道,93551,103076,90144,-9.24,3.77,658362,681437,-3.38,-
1513,中興電,1967699,1640207,1498362,19.96,31.32,12738864,10612467,20.03,-
1514,亞力,575418,857240,497977,-32.87,15.55,4690329,3951029,18.71,-
1515,力山,584033,460495,342805,26.82,70.36,2194877,2921896,-24.88,客戶庫存管理增加採購量
