公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:110年7月1,366,138仟元暨109年7月787,270仟元;110年1-7月7,517,467仟元暨109年1-7月4,426,128仟元",-1.89,8480821,-11.4,9391351,8319971,0.25,58192203,58343336
1102,亞泥,-,-6.06,6895504,-4.72,6798878,6477630,15.16,40624521,46785988
1103,嘉泥,-,14.35,168756,11.46,173129,192983,10.5,1165448,1287896
1104,環泥,-,21.27,407130,3.5,477040,493738,10.75,3068671,3398749
1108,幸福,-,-4.54,325660,-19.05,384035,310860,-8.64,2610731,2385075
1109,信大,-,0.02,492001,-25.0,656183,492134,7.09,3912131,4189866
1110,東泥,-,-39.25,262145,27.76,124643,159247,22.25,895134,1094366
1201,味全,-,4.95,1717230,4.73,1720915,1802387,7.81,10310618,11116390
1203,味王,-,0.23,492972,0.76,490401,494155,-3.02,3541505,3434361
1210,大成,-,0.75,9082135,43.02,6397684,9150386,33.63,43344787,57924342
1213,大飲,-,43.84,36210,-3.36,53900,52085,16.88,220397,257608
1215,卜蜂,-,6.04,2024955,13.92,1884932,2147399,11.32,12554025,13975614
1216,統一,-,6.62,39253261,3.31,40509558,41852623,5.94,259246103,274649755
1217,愛之味,-,-5.05,464795,2.59,430161,441314,5.22,2580634,2715548
1218,泰山,-,12.75,794155,7.64,831903,895483,17.83,4756597,5605010
1219,福壽,-,23.32,1024656,28.9,980279,1263633,22.12,6897543,8423405
1220,台榮,-,-5.11,272149,-2.49,264847,258235,16.43,1508035,1755861
1225,福懋油,-,4.87,1034300,28.01,847382,1084754,26.12,5827264,7349457
1227,佳格,-,-5.3,2701602,3.38,2474374,2558217,6.64,17098443,18234724
1229,聯華,-,-41.9,1662605,33.2,725137,965934,17.17,5482033,6423525
1231,聯華食,-,12.34,738135,5.31,787417,829241,9.58,4891161,5360001
1232,大統益,-,14.55,1358757,6.22,1465369,1556554,19.24,9490609,11317026
1233,天仁,-,20.16,107176,-21.74,164578,128786,-6.9,1068412,994598
1234,黑松,-,2.36,748522,-18.16,936282,766210,2.77,5009268,5148059
1235,興泰,本月較去年同期減少68.41%，差異為子公司昇鋒去年同期有328萬的股利收入,28.58,1630,-68.4,6635,2096,-45.02,17689,9725
1236,宏亞,-,42.03,83920,-2.85,122704,119197,16.32,809768,941929
1702,南僑,-,-6.83,1602134,6.3,1404101,1492597,19.34,9286882,11083482
1737,臺鹽,-,0.42,313844,27.3,247573,315171,18.63,1762880,2091352
1301,台塑,去年1~7月受疫情影響，石化產品價格大跌，今年因疫情趨緩且供給減少，推升行情，因此今年累計合併營收較去年同期增加53.49%。,-2.58,22938082,42.17,15716282,22344061,53.49,100719565,154598907
1303,南亞,今年本公司處於營運高峰，而去年同期部分國家開始有條件解封，全球景氣剛開始由谷底爬升，因此兩相比較之下，營收大幅增加。,6.35,34598733,69.15,21752364,36795856,55.8,147934453,230494528
1304,台聚,因市場環境影響銷售量價皆優於去年同期，故營收增加。,-0.96,6053540,46.22,4099746,5995006,51.77,26314657,39938340
1305,華夏,109年第二季全球爆發第一波新冠肺炎疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或天災而減產，價格大幅上漲。,8.64,1684606,71.29,1068490,1830303,63.88,6946669,11384750
1307,三芳,-,-10.14,691468,17.61,528216,621285,11.76,4656728,5204478
1308,亞聚,產品平均售價較去年同期提高所致,3.41,794147,90.04,432139,821270,61.37,3104268,5009624
1309,台達化,-,-8.98,1864035,20.81,1404282,1696625,48.82,7928838,11800239
1310,台苯,7月份SM合約售價較去年同期上升約84.64%，造成同期營業額增加65.21%。,3.69,1087399,65.2,682498,1127532,57.13,4261045,6695503
1312,國喬,係因主要產品之數量及價格均較去年成長,-2.65,1955006,43.19,1328986,1903047,53.07,8539555,13071850
1313,聯成,產品價格較去年同期增加。,5.71,6964983,71.51,4292844,7362982,78.09,25342282,45134011
1314,中石化,去年同期及累計營收因受疫情影響而較正常低；近期原物料價格上漲及需求回穩，銷量及售價皆上漲，故今年單月及累計營收較去年增加,-6.02,3363761,171.08,1166126,3161214,88.03,10551272,19839596
1315,達新,-,34.86,213438,19.47,240945,287861,10.0,1245780,1370432
1321,大洋,-,4.95,474134,10.56,450073,497611,40.13,2628451,3683449
1323,永裕,-,-5.09,330531,12.36,279151,313681,7.35,1941457,2084186
1324,地球,-,1.54,86079,-1.42,88678,87410,-2.49,621624,606092
1325,恆大,因新冠肺炎防疫物資競爭激烈，致營收較去年同期減少。,-41.89,128578,-81.31,399921,74714,-54.19,2068409,947483
1326,台化,-,-1.47,30692373,47.86,20451507,30240623,49.25,140883406,210270531
4306,炎洲,-,-9.55,1620354,32.8,1103473,1465457,33.12,7556757,10060310
1402,遠東新,-,-4.33,19922489,19.13,15997860,19058851,14.19,117178269,133812380
1409,新纖,-,1.76,3597869,48.95,2458078,3661437,43.42,17281118,24786027
1410,南染,-,12.05,35997,28.88,31295,40335,21.04,230993,279614
