公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年2月 0 仟元暨110年2月363,378仟元；111年1-2月 0 仟元暨110年1-2月875,174仟元",-27.42,7517896,30.73,4173471,5456068,5.84,12257936,12973964
1102,亞泥,-,-44.74,7420726,18.85,3450204,4100676,5.83,10886535,11521402
1103,嘉泥,-,-15.17,158052,-7.6,145091,134062,-14.22,340573,292114
1104,環泥,-,-41.19,592322,-1.6,354013,348338,8.68,865479,940660
1108,幸福,-,-35.12,324664,-24.52,279071,210635,-23.13,696426,535299
1109,信大,-,-67.95,566897,-4.56,190339,181644,-19.47,929565,748541
1110,東泥,-,-41.63,166858,-5.54,103108,97391,9.65,240974,264249
1201,味全,-,-22.58,1668787,-7.81,1401435,1291903,3.42,2862553,2960690
1203,味王,-,-19.57,564100,2.49,442622,453678,3.02,987890,1017778
1210,大成,-,-24.51,9956918,29.2,5817609,7516358,22.18,14300322,17473275
1213,大飲,-,-46.5,45833,-37.95,39520,24520,-2.38,72070,70353
1215,卜蜂,-,-23.34,2672823,24.06,1651502,2048952,27.99,3688962,4721775
1216,統一,-,-29.0,48049485,7.37,31769464,34113196,6.75,76964279,82162681
1217,愛之味,-,-29.34,442813,-1.5,317669,312887,3.7,728685,755700
1218,泰山,-,-23.92,978592,18.32,629161,744482,16.82,1474917,1723074
1219,福壽,-,-21.1,1433167,-0.35,1134676,1130681,4.18,2460760,2563848
1220,台榮,-,-35.66,322989,17.57,176717,207781,20.86,439141,530770
1225,福懋油,-,-27.64,1291723,4.6,893451,934637,12.98,1970430,2226360
1227,佳格,-,-58.62,3169810,-24.63,1740003,1311370,-29.16,6325990,4481180
1229,聯華,-,-26.34,873750,7.3,599791,643594,11.47,1361129,1517344
1231,聯華食,-,-32.63,1024108,-4.0,718678,689899,2.75,1668122,1714007
1232,大統益,-,-28.9,2063315,6.5,1377370,1467011,16.23,3037289,3530327
