公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:111年3月 0 仟元暨110年3月1,367,351仟元；111年1-3月 0 仟元暨110年1-3月2,242,525仟元",82.76,5456068,1.96,9779716,9971650,4.12,22037652,22945614
1102,亞泥,-,99.0,4100676,16.46,7006606,8160414,9.99,17893141,19681816
1103,嘉泥,-,64.44,134062,8.09,203954,220463,-5.86,544527,512577
1104,環泥,-,69.83,348338,2.88,575019,591593,6.36,1440498,1532253
1108,幸福,-,64.08,210635,-1.12,349527,345612,-15.77,1045953,880911
1109,信大,-,170.11,181644,-44.42,882786,490643,-31.62,1812351,1239184
1110,東泥,-,83.76,97391,22.27,146368,178972,14.42,387342,443221
1201,味全,-,23.07,1291903,5.49,1507135,1589975,4.14,4369688,4550665
1203,味王,-,13.98,453678,3.4,500102,517118,3.15,1487992,1534896
1210,大成,-,13.86,7516358,6.02,8072006,8558697,16.35,22372328,26031973
1213,大飲,-,24.69,24520,1.25,30196,30575,-1.3,102266,100928
1215,卜蜂,-,20.92,2048952,22.04,2030023,2477639,25.88,5718985,7199414
1216,統一,-,23.44,34113196,9.48,38463882,42112136,7.66,115428161,124274817
1217,愛之味,-,23.33,312887,5.1,367154,385888,4.17,1095839,1141588
1218,泰山,-,24.59,744482,16.01,799575,927607,16.53,2274492,2650681
1219,福壽,-,46.02,1130681,31.31,1257299,1651054,13.36,3718059,4214902
1220,台榮,-,37.51,207781,5.97,269619,285720,15.19,708760,816490
1225,福懋油,-,36.89,934637,13.72,1125109,1279502,13.25,3095539,3505862
1227,佳格,-,71.52,1311370,16.02,1938626,2249275,-18.56,8264616,6730455
1229,聯華,-,67.99,643594,25.11,864164,1081223,16.77,2225293,2598567
1231,聯華食,-,17.45,689899,14.86,705431,810325,6.35,2373553,2524332
1232,大統益,-,47.77,1467011,20.07,1805442,2167843,17.66,4842731,5698170
1233,天仁,-,5.02,131798,-6.66,148313,138421,-5.04,482671,458342
1234,黑松,-,37.07,465642,-13.01,733787,638270,-7.7,2214899,2044141
1235,興泰,本期銷貨收入較去年同期增加52.4萬,123.79,685,51.93,1009,1533,-10.07,3821,3436
1236,宏亞,-,69.04,96993,42.2,115293,163958,0.75,540612,544699
1702,南僑,-,33.49,1265823,-1.04,1707671,1689826,2.24,4660291,4764800
1737,臺鹽,-,74.89,212495,28.0,290340,371648,16.84,790085,923153
1301,台塑,-,28.56,20591656,5.81,25018934,26474312,17.16,60601937,71003763
1303,南亞,-,24.07,29823052,7.65,34372304,37002485,13.8,89710690,102092039
1304,台聚,-,8.76,5270388,-7.68,6209704,5732214,5.6,16196176,17103418
1305,華夏,-,17.43,1571715,1.21,1823567,1845700,6.6,4978684,5307656
1307,三芳,-,34.42,759173,9.45,932378,1020535,1.08,2589090,2617268
1308,亞聚,-,6.81,668580,5.07,679625,714113,15.6,1852692,2141821
1309,台達化,-,15.9,1415449,-11.1,1845569,1640544,0.01,4535681,4536374
1310,台苯,主要產品之數量及價格均較去年成長。,15.59,1121273,91.42,677091,1296091,65.39,2137707,3535609
1312,國喬,-,44.01,1188212,-6.75,1835254,1711214,-13.34,5235131,4536710
1313,聯成,-,66.82,4895616,13.19,7215445,8167285,12.12,17119947,19195641
1314,中石化,-,16.81,2232821,-10.51,2915031,2608381,-0.72,7436525,7382270
1315,達新,-,88.29,134407,37.68,183809,253082,13.98,539319,614730
1321,大洋,-,34.7,500568,6.45,633433,674298,15.44,1534831,1771904
1323,永裕,-,45.15,256144,21.19,306780,371815,19.56,830227,992692
1324,地球,-,45.83,68459,-10.35,111375,99839,1.64,251888,256030
1325,恆大,因新冠肺炎防疫物資競爭激烈，致營收較去年同期減少。,4.39,40122,-69.96,139477,41885,-68.13,470661,149980
1326,台化,-,26.62,28718758,13.01,32179323,36365994,13.36,84154251,95399038
4306,炎洲,-,62.72,988431,-0.96,1624079,1608404,-1.46,3948939,3891213
1402,遠東新,-,20.79,19440141,18.85,19757228,23482793,12.71,56244212,63393874
1409,新纖,-,25.16,3673150,9.1,4214077,4597676,23.23,10055281,12391811
1410,南染,-,59.99,25621,-5.03,43164,40992,-18.75,108330,88018
1413,宏洲,-,29.05,262952,39.7,242906,339348,43.24,620108,888266
1414,東和,-,-7.71,66296,-14.41,71482,61181,-8.61,202939,185455
1417,嘉裕,因參與國軍服裝供售業務，致使營收增加。,20.97,122388,51.33,97834,148058,26.04,318747,401778
1418,東華,因本公司110.4.1董事會通過亞克力棉生產線停止生產。,1205.71,245,-12.81,3669,3199,-59.66,12880,5195
1419,新紡,-,51.16,194672,37.82,213510,294277,36.27,549888,749379
1423,利華,-,135.38,12381,30.86,22269,29143,12.18,53920,60492
1434,福懋,-,25.13,2669478,1.7,3284511,3340529,9.23,8159917,8913782
1439,雋揚,111/8/26取得漢霖33%股權及董事會過半席次，屬共同控制下組織重整，視為自始取得，故重編今年單月及累計營收數。,-33.22,48389,190.37,11128,32313,346.84,22525,100652
1440,南紡,-,5.9,1945614,-5.31,2176174,2060595,8.58,5333105,5790996
1441,大東,-,88.43,96209,26.82,142941,181288,11.01,372024,413002
1444,力麗,-,27.9,812838,27.18,817402,1039640,31.69,2202305,2900284
1445,大宇,-,38.69,89855,24.32,100235,124622,30.27,268568,349884
1446,宏和,因永和合建案已銷售完畢,94.03,6324,-47.74,23483,12271,-62.54,83192,31158
1447,力鵬,-,64.43,1813420,29.72,2298590,2981959,8.24,5878347,6363236
1449,佳和,-,80.95,145736,6.24,248198,263710,3.98,589453,612920
1451,年興,-,3.03,641972,-8.53,723142,661448,13.51,1737738,1972609
1452,宏益,-,31.3,147000,-4.03,201142,193024,0.35,513362,515193
1454,台富,-,46.2,120473,37.9,127728,176139,22.65,367005,450137
1455,集盛,-,48.21,768783,37.99,825740,1139439,19.4,2363278,2821857
1457,宜進,-,22.12,370055,24.79,362143,451942,28.83,936626,1206715
1459,聯發,-,34.21,177350,-7.12,256290,238035,-11.52,674591,596850
1460,宏遠,-,18.7,808271,30.85,733251,959483,22.97,2142152,2634239
1463,強盛,-,42.95,36908,28.87,40940,52762,25.14,106948,133840
1464,得力,-,32.64,859396,24.16,918042,1139904,22.51,2428879,2975810
1465,偉全,去年因疫情影響基期低。,79.59,30591,92.62,28521,54939,77.51,73380,130260
1466,聚隆,-,51.0,211338,1.18,315388,319131,3.43,782502,809407
1467,南緯,-,30.56,492880,18.56,542767,643532,3.3,1625835,1679531
1468,昶和,-,32.59,83401,30.85,84514,110588,32.4,240471,318400
1470,大統新創,2021年Q4-2022年Q1訂單增加使營收成長。,67.99,77522,60.17,81307,130233,48.67,201729,299924
1472,三洋實業,本年度投入工程收益較去年同期增加。,105.03,33487,268.49,18633,68661,212.16,63084,196929
1473,台南,-,1.5,757514,26.03,610081,768899,36.4,1703421,2323623
1474,弘裕,-,48.32,235820,6.37,328823,349784,12.5,789530,888242
1475,業旺,主要開始銷售染劑產品,37.32,75864,457.8,18677,104181,501.41,44377,266888
1476,儒鴻,-,34.36,2772040,19.69,3111846,3724585,23.82,8219476,10177731
