公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1108,幸福,457149,449490,294901,1.7,55.01,457149,294901,55.01,去年年假期間在一月，本年度在二月，差異係單純時間性問題。
1213,大飲,10917,3523,31485,209.87,-65.32,10917,31485,-65.32,營收大幅衰退，係因112年4月下旬至11月中旬暫時停工，無產品銷售所致。
1218,泰山,1102854,753291,973667,46.4,13.26,1102854,973667,13.26,-
1220,台榮,288895,313541,185500,-7.86,55.73,288895,185500,55.73,"112年1月份因工廠歲修,產量減少,訂單後移."
1225,福懋油,1283395,1180913,1136459,8.67,12.92,1283395,1136459,12.92,-
1231,聯華食,1113178,1161967,1032901,-4.19,7.77,1113178,1032901,7.77,-
1232,大統益,2119258,2006424,2049752,5.62,3.39,2119258,2049752,3.39,-
1233,天仁,208014,208774,209169,-0.36,-0.55,208014,209169,-0.55,-
1235,興泰,5435,13556,1560,-59.9,248.39,5435,1560,248.39,增加子公司泰宇網通營收376萬
1737,臺鹽,337703,261068,320289,29.35,5.43,337703,320289,5.43,-
3054,立萬利,12400,7659,1584,61.9,682.82,12400,1584,682.82,主係因本期產品結構改變致銷售額增加。
1301,台塑,17516214,15030148,14408136,16.54,21.57,17516214,14408136,21.57,-
1303,南亞,20392952,20166589,20289828,1.12,0.5,20392952,20289828,0.5,-
1304,台聚,4365601,4372440,3931572,-0.15,11.03,4365601,3931572,11.03,-
1305,華夏,1068566,1019053,1277800,4.85,-16.37,1068566,1277800,-16.37,-
1307,三芳,999146,753575,789995,32.58,26.47,999146,789995,26.47,-
1308,亞聚,578883,627327,453973,-7.72,27.51,578883,453973,27.51,-
1309,台達化,1347661,1376542,985589,-2.09,36.73,1347661,985589,36.73,-
1310,台苯,888073,836447,589760,6.17,50.58,888073,589760,50.58,去年同期因安排生產線歲修而產銷量減半，且遇農曆春節連假致需求不佳；本期則維持生產線運營，以致較去年同期營收增加逾50%。
1313,聯成,7030314,6670416,3601598,5.39,95.19,7030314,3601598,95.19,去年同期係由於農曆春節假期，下游客戶需求少所致
1315,達新,157379,153687,241467,2.4,-34.82,157379,241467,-34.82,-
1321,大洋,412854,343982,396457,20.02,4.13,412854,396457,4.13,-
1325,恆大,45458,38592,35085,17.79,29.56,45458,35085,29.56,-
1326,台化,28185400,28694019,25576976,-1.77,10.19,28185400,25576976,10.19,-
4306,炎洲,1142898,1247556,744969,-8.38,53.41,1142898,744969,53.41,主係市場需求增加及去年同期為農曆新年假期所致
1410,南染,18779,20330,16558,-7.62,13.41,18779,16558,13.41,-
1413,宏洲,232913,135213,125711,72.25,85.27,232913,125711,85.27,因去年基期低
1414,東和,46819,47917,35189,-2.29,33.05,46819,35189,33.05,-
1417,嘉裕,96641,189724,112648,-49.06,-14.2,96641,112648,-14.2,-
1418,東華,283,2593,3598,-89.08,-92.13,283,3598,-92.13,因去年同期銷庫存
1423,利華,12357,7704,8444,60.39,46.34,12357,8444,46.34,-
1434,福懋,2377190,2224206,2465734,6.87,-3.59,2377190,2465734,-3.59,-
1440,南紡,1454810,1309960,1392081,11.05,4.5,1454810,1392081,4.5,-
1441,大東,83230,74979,89197,11.0,-6.68,83230,89197,-6.68,-
1444,力麗,725906,523494,712724,38.66,1.84,725906,712724,1.84,-
1445,大宇,97975,120652,114713,-18.79,-14.59,97975,114713,-14.59,-
1446,宏和,47370,351835,7685,-86.53,516.39,47370,7685,516.39,營建銷售增加營收
1447,力鵬,4719844,2289048,3246032,106.19,45.4,4719844,3246032,45.4,-
1451,年興,536487,544836,558008,-1.53,-3.85,536487,558008,-3.85,-
1452,宏益,112920,126694,68343,-10.87,65.22,112920,68343,65.22,因上期適逢農曆春節工作日減少及市場需求疲弱，致本期營業收入淨額較去年同期增加。
1454,台富,124338,119685,99448,3.88,25.02,124338,99448,25.02,-
1455,集盛,804846,773864,437746,4.0,83.86,804846,437746,83.86,112年1月逢農曆春節營業天數減少1/3，113年1月回復正常營運日數且需求逐漸回溫，比較基期較低，二者影響致本期增加比例較大。
1457,宜進,319900,228377,211612,40.07,51.17,319900,211612,51.17,"因112年1月適逢農曆新年,出貨日期較少天數,惟113年農曆新年在2月,故113年營業額較去年同期增加所致."
1459,聯發,153764,146814,72580,4.73,111.85,153764,72580,111.85,112年適逢過年，實際銷售天數19天，致本期營業收入淨額較去年同期增加。
1460,宏遠,683527,698235,613975,-2.1,11.32,683527,613975,11.32,-
1463,強盛,24283,26140,24069,-7.1,0.88,24283,24069,0.88,-
1464,得力,1070691,930710,736967,15.04,45.28,1070691,736967,45.28,-
1465,偉全,47181,59670,32188,-20.93,46.57,47181,32188,46.57,-
1466,聚隆,208323,228784,132317,-8.94,57.44,208323,132317,57.44,因11３年１月營業天數較去年同期增加所致
1467,南緯,467317,377315,365456,23.85,27.87,467317,365456,27.87,-
1468,昶和,103202,100634,112248,2.55,-8.05,103202,112248,-8.05,-
1470,大統新創,71331,52591,57982,35.63,23.02,71331,57982,23.02,-
1473,台南,780692,631256,808935,23.67,-3.49,780692,808935,-3.49,-
1474,弘裕,260413,263082,145194,-1.01,79.35,260413,145194,79.35,去年同期適逢農曆春節工作天數較少所致
1475,業旺,148039,132193,102647,11.98,44.22,148039,102647,44.22,-
1476,儒鴻,2629261,2681520,2103889,-1.94,24.97,2629261,2103889,24.97,-
1477,聚陽,2754588,3235356,2387509,-14.85,15.37,2754588,2387509,15.37,-
4426,利勤,88909,76831,89583,15.72,-0.75,88909,89583,-0.75,-
4438,廣越,865459,806171,967101,7.35,-10.5,865459,967101,-10.5,-
4440,宜新實業,85536,81232,73589,5.29,16.23,85536,73589,16.23,-
1506,正道,89592,91882,92757,-2.49,-3.41,89592,92757,-3.41,-
1513,中興電,1942911,2015814,1775922,-3.61,9.4,1942911,1775922,9.4,-
1514,亞力,647456,1251523,526927,-48.26,22.87,647456,526927,22.87,-
1515,力山,816161,856372,223148,-4.69,265.74,816161,223148,265.74,客戶銷售狀況好增加採購量
1526,日馳,54200,40442,111668,34.01,-51.46,54200,111668,-51.46,因市場需求減少，致本月營收較去年同期減少。
1529,樂事綠能,33602,110357,51634,-69.55,-34.92,33602,51634,-34.92,"本月因無台電變壓器交貨,致營收較去年同期減少"
1530,亞崴,98383,167007,163300,-41.09,-39.75,98383,163300,-39.75,-
1531,高林股,145106,101308,105694,43.23,37.28,145106,105694,37.28,-
1535,中宇,755860,1282039,634031,-41.04,19.21,755860,634031,19.21,-
1537,廣隆,630244,561480,489898,12.24,28.64,630244,489898,28.64,-
1538,正峰,7231,9039,15616,-20.0,-53.69,7231,15616,-53.69,減少低毛利接單，部份客戶訂單減少
1539,巨庭,156669,131612,90674,19.03,72.78,156669,90674,72.78,國外市場需求增加
1541,錩泰,286343,361612,203919,-20.81,40.41,286343,203919,40.41,-
1558,伸興,697791,605923,505439,15.16,38.05,697791,505439,38.05,-
1560,中砂,545065,513982,470383,6.04,15.87,545065,470383,15.87,-
1583,程泰,300294,534672,277891,-43.83,8.06,300294,277891,8.06,-
1597,直得,81027,91555,103999,-11.49,-22.08,81027,103999,-22.08,-
2049,上銀,1800875,1846836,1447352,-2.48,24.42,1800875,1447352,24.42,-
3167,大量,151408,154720,112189,-2.14,34.95,151408,112189,34.95,-
4532,瑞智,1668835,1671793,1133263,-0.17,47.25,1668835,1133263,47.25,-
4540,全球傳動,221068,170691,203363,29.51,8.7,221068,203363,8.7,-
4555,氣立,117907,124876,74683,-5.58,57.87,117907,74683,57.87,本月及本年增減百分比達50%以上，原因為去年適逢農曆年，工作天期較少，基值較低
4562,穎漢,70471,73812,67277,-4.52,4.74,70471,67277,4.74,-
4564,元翎,67458,96656,135711,-30.2,-50.29,67458,135711,-50.29,本月營收較去年同期減少，主要係因高壓充氣鋼瓶及氣體發生器之出貨量均減少所致。
4572,駐龍,80561,71367,61792,12.88,30.37,80561,61792,30.37,-
4576,大銀微系統,137217,198736,158313,-30.95,-13.32,137217,158313,-13.32,-
4583,台灣精銳,216463,207682,163319,4.22,32.53,216463,163319,32.53,-
6606,建德工業,72519,36314,44113,99.69,64.39,72519,44113,64.39,"工具機景氣稍稍回溫,建德集團全員努力的成果"
8222,寶一,59608,63822,45173,-6.6,31.95,59608,45173,31.95,-
8374,羅昇,260867,214356,244562,21.69,6.66,260867,244562,6.66,-
8996,高力,324381,275254,321223,17.84,0.98,324381,321223,0.98,-
1603,華電,467824,290535,252349,61.02,85.38,467824,252349,85.38,"本公司產品為訂單式生產。營收增加主要係161KV電纜線90,085仟元、鋁包殷鋼絞線46,891仟元、瑞昱案等三工程51,983仟元。"
1604,聲寶,1014232,617286,991211,64.3,2.32,1014232,991211,2.32,-
1605,華新,13548978,13786274,15162554,-1.72,-10.64,13548978,15162554,-10.64,-
1608,華榮,966051,710308,791408,36.0,22.06,966051,791408,22.06,-
1609,大亞,2332994,2762222,1721314,-15.53,35.53,2332994,1721314,35.53,-
1611,中電,120297,130294,105013,-7.67,14.55,120297,105013,14.55,-
1612,宏泰,405580,754770,434387,-46.26,-6.63,405580,434387,-6.63,-
1614,三洋電,475269,405765,496253,17.12,-4.22,475269,496253,-4.22,-
1615,大山,294015,576895,207339,-49.03,41.8,294015,207339,41.8,-
1616,億泰,321249,365420,262935,-12.08,22.17,321249,262935,22.17,-
1618,合機,257336,336373,151877,-23.49,69.43,257336,151877,69.43,"113年1月業主通知交貨較多,致超高壓及高壓線出貨量較去年同期增加。"
4930,燦星網,655940,532098,526771,23.27,24.52,655940,526771,24.52,-
5283,禾聯碩,347870,596767,295223,-41.7,17.83,347870,295223,17.83,-
1708,東鹼,464607,562585,435183,-17.41,6.76,464607,435183,6.76,-
1709,和益,804814,821519,739306,-2.03,8.86,804814,739306,8.86,-
1710,東聯,2111069,1791554,1544402,17.83,36.69,2111069,1544402,36.69,無
1711,永光,705432,647930,552437,8.87,27.69,705432,552437,27.69,-
1713,國化,44123,41519,26296,6.27,67.79,44123,26296,67.79,客戶需求增加
1714,和桐,1706491,1856571,1582206,-8.08,7.85,1706491,1582206,7.85,-
1717,長興,3850564,3616506,2465213,6.47,56.19,3850564,2465213,56.19,因上期適逢農曆春節工作日減少，致本期營業收入淨額較去年同期增加。
1718,中纖,3845901,2944283,3169704,30.62,21.33,3845901,3169704,21.33,本月份自結異業別合併營收資訊，未經會計師簽證或核閱。
1721,三晃,194153,164871,166550,17.76,16.57,194153,166550,16.57,-
1722,台肥,1308240,860502,1160450,52.03,12.73,1308240,1160450,12.73,-
1723,中碳,512792,671492,672027,-23.63,-23.69,512792,672027,-23.69,-
1725,元禎,709799,601945,537180,17.91,32.13,709799,537180,32.13,-
1727,中華化,132069,127019,133909,3.97,-1.37,132069,133909,-1.37,-
1735,日勝化,231312,191807,128223,20.59,80.39,231312,128223,80.39,去年1月遇農曆新年長假
1773,勝一,941233,879223,738653,7.05,27.42,941233,738653,27.42,-
4720,德淵,359204,256595,218870,39.98,64.11,359204,218870,64.11,"營收金額較去年同期增加140,334仟元、比例增加64.12%，主要係因客戶春節提前備貨所致。"
4722,國精化,331008,326748,162763,1.3,103.36,331008,162763,103.36,本月及本年增減百分比達50%以上：主為客戶庫存調整告一段落及市場需求明顯回升，與農曆春節假期月份差異．
4739,康普,351642,391604,482936,-10.2,-27.18,351642,482936,-27.18,-
4755,三福化,414681,509355,357749,-18.58,15.91,414681,357749,15.91,-
4764,雙鍵,216261,219683,151458,-1.55,42.78,216261,151458,42.78,-
4766,南寶,1856571,1787527,1190314,3.86,55.97,1856571,1190314,55.97,去年當月營收受春節長假影響
1701,中化,891625,743886,753430,19.86,18.34,891625,753430,18.34,-
1720,生達,642231,503152,493507,27.64,30.13,642231,493507,30.13,-
1731,美吾華,183317,116469,119473,57.39,53.43,183317,119473,53.43,美吾髮事業部森歐黎漾Saholea及通路專屬髮品皆出貨暢旺；醫藥部血寶凍晶注射劑業績亦創新高，帶動整體營收較去年同期大幅成長53%
1733,五鼎,191549,109750,141091,74.53,35.76,191549,141091,35.76,-
1752,南光,223849,139986,165023,59.9,35.64,223849,165023,35.64,-
1760,寶齡富錦,149250,137538,90013,8.51,65.8,149250,90013,65.8,"主要係去年1月春節假期9天,實際工作天少;另逢1月流感季節，客戶對本公司產品需求大增，致合併營收較去年同期增加。"
1762,中化生,71704,117627,262890,-39.04,-72.72,71704,262890,-72.72,當月營收較去年同期減少，主係部份產品營收遞延認列所致。
1783,和康生,51182,47332,43249,8.13,18.34,51182,43249,18.34,-
1789,神隆,254082,567391,216363,-55.21,17.43,254082,216363,17.43,-
1795,美時,1995716,1372425,2007756,45.41,-0.59,1995716,2007756,-0.59,-
3164,景岳,34773,22396,24272,55.26,43.26,34773,24272,43.26,-
4108,懷特,12796,17834,8735,-28.24,46.49,12796,8735,46.49,本期「懷特血寶®」凍晶注射劑及「懷特耆力®」出貨增加，營收較去年同期大幅成長46.5%
4119,旭富,92890,88732,90784,4.68,2.31,92890,90784,2.31,-
4133,亞諾法,27089,26773,26069,1.18,3.91,27089,26069,3.91,-
4142,國光生,2984,142743,39209,-97.9,-92.38,2984,39209,-92.38,營收較去年同期減少主因為配合國外客戶出貨調整所致
4736,泰博,420111,335294,683644,25.29,-38.54,420111,683644,-38.54,-
4746,台耀,325081,494374,269320,-34.24,20.7,325087,269320,20.7,-
