公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1101,台泥,"以上營收不包含停業部門營收:110年12月 0 仟元暨109年12月826,870仟元；110年1-12月8,113,370仟元暨109年1-12月8,453,624仟元",10.95,9752687,7.07,10106165,10821264,1.06,105911461,107044614
1102,亞泥,-,4.65,8985672,13.01,8320877,9403723,14.58,78241985,89654713
1103,嘉泥,-,-13.27,197773,-14.66,200989,171518,7.8,2057081,2217656
1104,環泥,-,-3.82,592281,2.6,555150,569625,12.03,5426099,6079074
1108,幸福,-,19.15,268037,-17.69,388046,319368,-16.79,4530172,3769145
1109,信大,-,-0.5,781722,-8.77,852626,777783,-2.59,7574940,7378229
1110,東泥,-,15.04,160698,15.09,160628,184874,15.68,1590987,1840595
1201,味全,-,-1.34,1636605,9.63,1472723,1614562,6.21,18657684,19816447
1203,味王,-,30.68,388602,-2.2,519264,507831,-3.47,6027250,5817509
1210,大成,-,4.16,8855770,12.29,8214226,9224406,26.16,80528084,101597703
1213,大飲,-,-9.99,35048,0.97,31241,31545,4.7,409605,428881
1215,卜蜂,-,8.11,2255138,18.48,2057868,2438193,11.95,22189635,24841345
1216,統一,-,-5.23,39352262,9.16,34159430,37291418,5.85,447293289,473494402
1217,愛之味,-,2.63,306835,12.39,280185,314921,2.06,4616254,4711620
1218,泰山,-,-8.57,893101,17.57,694505,816534,17.98,8470574,9993637
1219,福壽,-,-1.44,1403710,16.7,1185413,1383471,19.86,12330108,14780000
1220,台榮,-,-4.78,332714,22.47,258665,316808,16.0,2775133,3219393
1225,福懋油,-,-5.36,1322704,24.32,1006866,1251774,28.3,10213493,13103957
1227,佳格,-,-3.33,3684840,-8.01,3872526,3562124,-0.46,34466244,34307044
1229,聯華,-,2.96,1133311,23.27,946645,1166930,18.51,9555022,11324111
1231,聯華食,-,42.12,748007,15.4,921214,1063115,7.94,8817321,9517892
1232,大統益,-,-15.32,2105196,-3.38,1845049,1782666,17.41,17440979,20477990
1233,天仁,-,19.63,161242,12.58,171334,192899,-6.93,1924299,1790862
1234,黑松,-,12.37,784292,4.21,845690,881319,0.18,9206290,9222874
