公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,13004435,14429687,9379408,-9.87,38.64,92266097,72206846,27.78,-
1102,亞泥,6734055,6722518,6469836,0.17,4.08,48941178,53547181,-8.6,-
1103,嘉泥,267388,258383,238917,3.48,11.91,1963215,1882252,4.3,-
1104,環泥,652544,621001,617197,5.07,5.72,5274197,5009162,5.29,-
1108,幸福,382273,344972,430420,10.81,-11.18,3137326,3286336,-4.53,-
1109,信大,359275,382035,541722,-5.95,-33.67,3214415,4134857,-22.26,-
1110,東泥,327212,274186,160207,19.33,104.24,1782914,1472158,21.1,主要係因子公司東泥建設(股)公司認列收入所致。
1201,味全,2217179,2154021,2024542,2.93,9.51,15611517,14045524,11.14,-
1203,味王,496672,475908,566658,4.36,-12.35,4050662,4174640,-2.96,-
1210,大成,9027255,8506106,10230624,6.12,-11.76,68247396,73862187,-7.6,-
1213,大飲,25897,19561,-998,32.39,2694.88,45458,115850,-60.76,"本月積極推展業務,致8月營收成長"
1215,卜蜂,2417581,2322796,2508812,4.08,-3.63,18357469,19513213,-5.92,-
1216,統一,61624958,59449406,57541764,3.65,7.09,441947579,380485211,16.15,-
1217,愛之味,695333,517832,657803,34.27,5.7,3574642,3470812,2.99,-
1218,泰山,1025513,977678,1157243,4.89,-11.38,7292494,7515610,-2.96,-
1219,福壽,1163022,1196279,1366116,-2.78,-14.86,9401282,11089223,-15.22,-
1220,台榮,294205,267181,296778,10.11,-0.86,2141407,2059148,3.99,-
1225,福懋油,1077680,1064684,1232824,1.22,-12.58,8527015,9728344,-12.34,-
1227,佳格,2599750,2139161,2657640,21.53,-2.17,17892276,17012928,5.16,-
1229,聯華,918462,949035,891803,-3.22,2.98,8857138,8425508,5.12,-
1231,聯華食,1148313,1115087,1042128,2.97,10.18,7819200,7193264,8.7,-
1232,大統益,1810031,1859450,2202657,-2.65,-17.82,14633915,15833689,-7.57,-
1233,天仁,185428,171241,178560,8.28,3.84,1467064,1380873,6.24,-
1234,黑松,1119093,993979,1121037,12.58,-0.17,7031691,6946938,1.22,-
1235,興泰,13339,6081,9911,119.35,34.58,60194,32966,82.59,增加子公司泰宇網通1-8月營收4118萬
1236,宏亞,158879,162934,172261,-2.48,-7.76,1238478,1199306,3.26,-
1702,南僑,2010429,1868017,1998440,7.62,0.59,15337540,14762083,3.89,-
1737,臺鹽,298472,255573,318789,16.78,-6.37,2171071,2312423,-6.11,-
3054,立萬利,7396,5155,2907,43.47,154.42,70884,22410,216.3,主係因本期產品結構改變致銷售金額增加
1301,台塑,16140806,17709919,17501985,-8.86,-7.77,133068073,134807155,-1.29,-
1303,南亞,22463979,22531108,23595589,-0.29,-4.79,170031331,174622089,-2.62,-
1304,台聚,4233703,4531832,5032636,-6.57,-15.87,34249355,34930170,-1.94,-
1305,華夏,643628,997410,1378646,-35.47,-53.31,7621400,9519235,-19.93,2024年8月合併營業收入較去年同期減少，主係PVC粉銷量減少所致。
1307,三芳,1102715,1085215,1038632,1.61,6.16,7289718,6833447,6.67,-
1308,亞聚,469189,570164,679172,-17.7,-30.91,4095422,4466869,-8.31,-
1309,台達化,1885923,1620940,1396557,16.34,35.04,12240776,9654060,26.79,-
1310,台苯,1037809,1033684,814218,0.39,27.46,7730603,6138725,25.93,-
1312,國喬,1506252,1605255,1284350,-6.16,17.27,11425034,10618893,7.59,-
1313,聯成,5639666,6062896,6494950,-6.98,-13.16,50098203,46173079,8.5,-
1314,中石化,2826544,2430478,2408787,16.29,17.34,21941549,16929377,29.6,-
1315,達新,176634,157127,163404,12.41,8.09,1349291,1558755,-13.43,-
1321,大洋,339149,338679,391590,0.13,-13.39,3123404,3250512,-3.91,-
1323,永裕,193855,184175,316094,5.25,-38.67,1937267,2228360,-13.06,本月營收較去年同期減少主要係今年7月份精奕公司董事會暨營運團隊重組下，其已非本公司合併財務報告之子公司。
1324,地球,61453,61973,75561,-0.83,-18.67,528187,620628,-14.89,-
1325,恆大,23387,24924,32476,-6.16,-27.98,221703,278134,-20.28,-
1326,台化,29371521,30018602,29077841,-2.15,1.0,239807091,214026306,12.04,-
4306,炎洲,1445593,1583736,1117797,-8.72,29.32,11263815,8142271,38.33,-
1402,遠東新,22820578,21849337,21526874,4.44,6.0,177593034,167102172,6.27,-
1409,新纖,3869327,3964766,3764714,-2.4,2.77,30251717,25927614,16.67,-
1410,南染,23137,22416,20769,3.21,11.4,154717,149641,3.39,-
1413,宏洲,223484,207960,199408,7.46,12.07,1541683,1248001,23.53,-
1414,東和,39468,45179,51833,-12.64,-23.85,367545,373071,-1.48,-
1417,嘉裕,50209,24737,111755,102.97,-55.07,453221,1023021,-55.69,因結束國軍服裝供售業務，致使營收減少
1418,東華,711,87,1069,717.24,-33.48,7108,15860,-55.18,因配合客戶生產線出貨及去年同期銷庫存。
1419,新紡,476876,263356,266298,81.07,79.07,2490028,1994364,24.85,客戶訂單量增加
1423,利華,10436,14437,11088,-27.71,-5.88,83190,84638,-1.71,-
1434,福懋,2440336,2284442,2477621,6.82,-1.5,19518005,19615788,-0.49,-
1440,南紡,1640302,1656569,1590203,-0.98,3.15,11855725,13540074,-12.43,-
1441,大東,196730,201063,105790,-2.15,85.96,1060769,799970,32.6,"因奧運年需求增加, 本期出貨較多"
1444,力麗,693298,633467,745675,9.44,-7.02,5402016,5871061,-7.98,-
1445,大宇,96901,98569,104160,-1.69,-6.96,703439,964767,-27.08,-
1446,宏和,623695,584157,9536,6.76,6440.42,2670630,91131,2830.53,營建銷售增加營收
1447,力鵬,2981826,2380505,1938288,25.26,53.83,23640317,21214582,11.43,去年同期因部份交易船期提前於前一月份抵達，故而去年同期之營收較低。
1449,佳和,221819,204837,333084,8.29,-33.4,2010119,1798127,11.78,-
1451,年興,525555,660632,537506,-20.44,-2.22,4503481,4424381,1.78,-
1452,宏益,151258,157403,104627,-3.9,44.56,1088514,741595,46.78,-
1454,台富,148457,128876,144631,15.19,2.64,1094025,1030409,6.17,-
1455,集盛,836096,823986,655615,1.46,27.52,6602161,4772885,38.32,-
1457,宜進,338734,283771,315028,19.36,7.52,2256972,1987226,13.57,-
1459,聯發,90111,88152,95354,2.22,-5.49,862283,667044,29.26,-
1460,宏遠,731112,647279,665369,12.95,9.88,5061958,4835860,4.67,-
1463,強盛,27785,25160,38818,10.43,-28.42,199465,222706,-10.43,-
1464,得力,1123341,924774,975517,21.47,15.15,7348275,6267155,17.25,-
1465,偉全,42212,61582,44614,-31.45,-5.38,332993,395535,-15.81,-
1466,聚隆,282486,252799,199625,11.74,41.5,1824254,1518152,20.16,-
1467,南緯,438840,471406,503680,-6.9,-12.87,3171779,3040293,4.32,-
1468,昶和,88307,81353,91518,8.54,-3.5,759451,711645,6.71,-
1470,大統新創,71268,57859,51791,23.17,37.6,506033,484585,4.42,-
1473,台南,676301,677950,664222,-0.24,1.81,5302830,4526948,17.13,-
1474,弘裕,277986,226583,257924,22.68,7.77,2038828,1686643,20.88,-
1475,業旺,173771,175414,95610,-0.93,81.74,1294613,831741,55.65,本月營收較去年同期增加，主要係因客戶需求較去年同期增加，以及近期台幣貶值等雙重影響所致。
1476,儒鴻,3707565,3134777,2704236,18.27,37.1,24068257,19909477,20.88,-
1477,聚陽,4110109,3063423,3505603,34.16,17.24,23475722,21530094,9.03,-
4414,如興,1469693,1671464,1426186,-12.07,3.05,9550304,9625423,-0.78,-
4426,利勤,88843,75303,142235,17.98,-37.53,667533,882967,-24.39,-
4438,廣越,2346703,2222339,2189079,5.59,7.2,11066847,11691223,-5.34,-
4440,宜新實業,96189,115958,94803,-17.04,1.46,732757,669220,9.49,-
1503,士電,2536899,2597572,2843442,-2.33,-10.78,23224895,21963066,5.74,-
1504,東元,4454245,4681158,4999512,-4.84,-10.9,37363868,39730416,-5.95,-
1506,正道,85384,77806,101233,9.73,-15.65,674748,759595,-11.17,-
1513,中興電,2195732,2085481,1849896,5.28,18.69,16553742,14588760,13.46,-
1514,亞力,601443,644057,629670,-6.61,-4.48,5524737,5319999,3.84,-
1515,力山,604625,458369,955059,31.9,-36.69,4714928,3149936,49.68,-
1517,利奇,194260,214602,146450,-9.47,32.64,1289562,1359157,-5.12,-
1519,華城,1587327,2003638,961051,-20.77,65.16,11274308,6846291,64.67,本月較同期增加，主要為民營案依顧客交期認列。
1526,日馳,40900,57713,84974,-29.13,-51.86,482271,796364,-39.44,因市場需求減少，致本月營收較去年同期減少。
1527,鑽全,292562,309026,266274,-5.32,9.87,2157886,1888111,14.28,-
1528,恩德,308799,302645,340123,2.03,-9.2,2366751,2513871,-5.85,-
1529,樂事綠能,46388,28748,37741,61.36,22.91,428654,417219,2.74,-
1530,亞崴,177572,240467,177761,-26.15,-0.1,1238836,1586669,-21.92,-
1531,高林股,130417,152511,112308,-14.48,16.12,1092951,991390,10.24,-
1532,勤美,1192589,1157729,1732102,3.01,-31.14,13965639,11766595,18.68,-
